hub,BRS,risk_tier,avg_delay,sla_breach_rate,total_load,bc_unweighted,bc_weighted,degree_centrality,in_degree,out_degree,closeness,clustering,pagerank,pagerank_weighted,delay_norm,bc_norm,load_norm,sla_norm,sla_trips
IND621112AAA,0.21511883478626925,Critical,6.458333333333333,1.0,51.0,0.0,0.0,0.0006038647342995169,1,0,0.0006038647342995169,0.0,0.0003157072717394195,0.0003185237513780839,0.18531243040214446,0.0,0.001297420727593544,1.0,51
IND781018AAB,0.21462452443849597,Critical,2.5672725509878482,0.982780612244898,2242.0,0.010594820228834444,0.010399973729147511,0.013888888888888888,10,13,0.09760690378978895,0.004032258064516129,0.0025302693242913493,0.002614284513078073,0.07366413149857107,0.09931635725037631,0.05815039701074264,0.982780612244898,2203
IND000000AAQ,0.2131413517921713,Critical,6.2857142857142865,1.0,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.00017063115510533762,0.00017215402019763105,0.18035937926697196,0.0,7.784524365561264e-05,1.0,4
IND443201AAA,0.2127878722549485,Critical,6.25,1.0,5.0,0.0,0.0,0.0,0,0,0.0,0.0,0.00017063115510533762,0.00017215402019763105,0.1793346100665914,0.0,0.00010379365820748353,1.0,5
IND242001AAA,0.21259474267487677,Critical,6.230769230769231,1.0,5.0,0.0,0.0,0.0,0,0,0.0,0.0,0.00017063115510533762,0.00017215402019763105,0.1787828112663865,0.0,0.00010379365820748353,1.0,5
IND798601AAA,0.21099667333295571,Critical,6.049938465837445,1.0,47.0,0.0,0.0,0.0006038647342995169,0,1,0.0,0.0,0.00017063115510533762,0.00017215402019763105,0.17359413691165287,0.0,0.0011936270693860605,1.0,47
IND700065AAB,0.20977699734475896,Critical,5.937274831649831,1.0,30.0,0.0,0.0,0.0006038647342995169,0,1,0.0,0.0,0.00017063115510533762,0.00017215402019763105,0.17036141868673754,0.0,0.0007525040220042555,1.0,30
IND262405AAA,0.20934826522346414,Critical,5.908536585365854,1.0,3.0,0.0,0.0,0.0,0,0,0.0,0.0,0.00017063115510533762,0.00017215402019763105,0.169536816736124,0.0,5.189682910374176e-05,1.0,3
IND462022AAA,0.20873950104482342,Critical,1.9858188525969511,0.973103448275862,3714.0,0.008140502322329483,0.008224236320913058,0.010265700483091786,10,7,0.10993721889055472,0.08208955223880597,0.0034776373020492606,0.003723328406673722,0.05698016793493763,0.07853877459998884,0.09634646323109658,0.973103448275862,3614
IND221313AAA,0.20852764713214428,Critical,5.444928235391641,1.0,145.0,0.0010814834274705549,0.0010814834274705549,0.0018115942028985505,1,2,0.08370882407824111,0.3333333333333333,0.0005343853042745383,0.0005289627209558657,0.15623425310952538,0.010327814015721692,0.0037365716954694066,1.0,145
IND785112AAC,0.20843180962404523,Critical,5.8100463983233945,1.0,17.0,0.0,0.0,0.0,0,0,0.0,0.0,0.00017063115510533762,0.00017215402019763105,0.16671078484994076,0.0,0.0004151746328299341,1.0,17
IND821109AAA,0.2080604366151541,Critical,5.682915088383839,1.0,42.0,0.0002707357298188771,0.0002707357298188771,0.0012077294685990338,1,1,0.08297134603815304,0.0,0.0006076635814277495,0.0006536764842905583,0.16306293782669834,0.00258543792161454,0.001063884996626706,1.0,42
IND452001AAC,0.20772792507913912,Critical,5.662744754859592,1.0,164.0,4.378475414860546e-06,4.378475414860546e-06,0.0024154589371980675,2,2,0.001976284584980237,0.16666666666666666,0.0013626675783189794,0.0013727143345549039,0.1624841796031009,4.181301220939957e-05,0.0042295915719549534,1.0,164
