baseline_model,graph_model,baseline_MAE,graph_MAE,MAE_improvement_pct,baseline_RMSE,graph_RMSE,RMSE_improvement_pct,baseline_R2,graph_R2,R2_delta,baseline_within15,graph_within15,within15_delta_pp
RandomForest,RandomForest_graph,37.29104259709184,36.55972974863367,1.9610952055151138,83.96623443061748,84.27390715294692,-0.36642434237500204,0.981700521811005,0.9815661686245455,-0.00013435318645949046,58.33565750941291,59.09914935155487,0.7634918421419599
