model,MAE,RMSE,R2,pct_within_15
RandomForest_graph,36.55972974863367,84.27390715294692,0.9815661686245455,59.09914935155487
XGBoost_graph,38.07447580175908,86.51601331445876,0.9805722570226917,57.42574257425742
LightGBM_graph,38.409162060232774,86.61468991470468,0.9805279147832411,55.7383907404825
