source_center,destination_center,time_bucket,avg_distance_km,avg_osrm_time,hub_congestion,congestion_tier,distance_tier,is_chronic_bottleneck,total_volume,delay_ratio_ftl,delay_risk_tier_ftl,delay_ratio_carting,delay_risk_tier_carting,ftl_distance_cost,carting_distance_cost,ftl_actual_time,carting_actual_time,ftl_delay_cost,carting_delay_cost,ftl_total_cost,carting_total_cost,time_diff_hr,cost_diff,recommended_route_type,rule_applied
IND000000ACA,IND160002AAC,eve_peak,57.05311576923077,39.90576923076923,6221.0,High,Medium,0,62,1.9368351063829787,High,2.2953216374269005,High,5097.487241538462,2567.3902096153847,77.29089479337152,91.59657557354926,0.15577135651084287,0.21537835976158345,5097.643012894972,2567.605587975146,0.003973800216716039,-2530.037424919826,FTL,Rule 4: Peak-hour congestion — avoid consolidation queue
IND000000ACA,IND160002AAC,morn_peak,59.67846446280991,41.81818181818182,6221.0,High,Long,0,121,1.7058823529411764,High,2.037037037037037,Medium,5170.997004958677,2685.530900826446,71.33689839572193,85.18518518518519,0.12299465240641713,0.18069584736251404,5171.119999611084,2685.711596673809,0.0038467463304064607,-2485.408402937275,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND000000ACB,IND000000AEL,afternoon,38.53641666666667,40.75,38675.0,High,Medium,0,12,1.8518518518518519,Medium,1.895804195804196,High,4579.019666666667,1734.13875,75.46296296296296,77.25402097902099,0.14463734567901235,0.1521000874125875,4579.164304012346,1734.2908500874128,0.0004975161155716753,-2844.8734539249335,Carting,Rule 6: Lower total cost (Carting)
IND000000ACB,IND000000AEL,eve_peak,38.63757741935484,40.46236559139785,38675.0,High,Medium,0,93,1.8518518518518519,Medium,1.4893617021276595,High,4581.852167741936,1738.6909838709678,74.93030665073675,60.26309768931594,0.14361642108057876,0.08250305040799205,4581.995784163017,1738.7734869213757,-0.004074224711505781,-2843.222297241641,FTL,Rule 4: Peak-hour congestion — avoid consolidation queue
IND000000ACB,IND000000AEL,night,38.28188333333333,40.3,38675.0,High,Medium,0,30,1.8518518518518519,Medium,2.8558441558441556,High,4571.892733333333,1722.68475,74.62962962962962,115.09051948051946,0.1430401234567901,0.31162716450216443,4572.03577345679,1722.996377164502,0.011239136069691623,-2849.0393962922876,Carting,Rule 6: Lower total cost (Carting)
IND000000ACB,IND110024AAA,afternoon,40.36853611111111,44.583333333333336,38545.0,High,Medium,0,36,1.8518518518518519,Medium,2.098148148148148,High,4630.319011111111,1816.584125,82.56172839506173,93.54243827160494,0.15824331275720166,0.20399627057613168,4630.477254423868,1816.7881212705763,0.003050197187928667,-2813.6891331532916,Carting,Rule 6: Lower total cost (Carting)
IND000000ACB,IND110030AAD,afternoon,34.38096435643564,35.21782178217822,38668.0,High,Medium,0,101,1.8518518518518519,Medium,1.6111111111111112,High,4462.667001980198,1547.1433960396039,65.21818848551523,56.73982398239824,0.12500152793057087,0.08967500916758343,4462.792003508128,1547.2330710487715,-0.0023551012508658295,-2915.5589324593566,Carting,Rule 6: Lower total cost (Carting)
IND000000ACB,IND110030AAD,eve_peak,34.249233333333336,37.666666666666664,38668.0,High,Medium,0,15,1.8518518518518519,Medium,1.8780487804878048,High,4458.978533333333,1541.2155000000002,69.75308641975309,70.73983739837398,0.13369341563786008,0.13780487804878047,4459.112226748971,1541.3533048780491,0.0002740974940613583,-2917.7589218709218,FTL,Rule 4: Peak-hour congestion — avoid consolidation queue
IND000000ACB,IND110030AAD,night,35.18465263157895,37.89473684210526,38668.0,High,Medium,0,19,1.8518518518518519,Medium,2.1702127659574466,High,4485.170273684211,1583.3093684210528,70.17543859649122,82.23964165733481,0.13450292397660815,0.18477043673012314,4485.304776608187,1583.494138857783,0.003351167516900999,-2901.8106377504046,Carting,Rule 6: Lower total cost (Carting)
IND000000ACB,IND110037AAK,eve_peak,26.759150318471338,26.878980891719745,38764.0,High,Short,0,157,1.8518518518518519,Medium,1.5384615384615385,High,4249.256208917197,1204.1617643312102,49.77589054022175,41.35227829495346,0.09540379020209169,0.06030540584680714,4249.351612707399,1204.222069737057,-0.002339892290352304,-3045.1295429703423,FTL,Rule 4: Peak-hour congestion — avoid consolidation queue
IND000000ACB,IND110043AAA,afternoon,25.553113461538462,25.28846153846154,38620.0,High,Short,0,52,1.8518518518518519,Medium,1.6756756756756757,High,4215.487176923077,1149.8901057692308,46.83048433048433,42.37525987525988,0.08975842830009496,0.07119499306999308,4215.576935351377,1149.9613007623009,-0.0012375623486734592,-3065.615634589076,Carting,Rule 6: Lower total cost (Carting)
IND000000ACB,IND110043AAA,eve_peak,27.685762500000003,28.375,38620.0,High,Short,0,8,1.8518518518518519,Medium,2.302083333333333,High,4275.20135,1245.8593125000002,52.5462962962963,65.32161458333333,0.10071373456790125,0.15394422743055552,4275.302063734568,1246.0132567274309,0.003548699524176953,-3029.288807007137,FTL,Rule 4: Peak-hour congestion — avoid consolidation queue
IND000000ACB,IND110043AAA,night,28.7664,29.285714285714285,38620.0,High,Medium,0,7,1.8518518518518519,Medium,1.4871794871794872,High,4305.4592,1294.488,54.232804232804234,43.553113553113555,0.10394620811287479,0.05944749694749696,4305.563146208113,1294.5474474969476,-0.002966580744358522,-3011.015698711165,Carting,Rule 6: Lower total cost (Carting)
IND000000ACB,IND110043AAC,afternoon,36.173829999999995,39.2,38490.0,High,Medium,0,10,1.8518518518518519,Medium,2.163986013986014,High,4512.86724,1627.8223499999997,72.5925925925926,84.82825174825176,0.1391358024691358,0.19011771561771565,4513.006375802469,1628.0124677156175,0.0033987942099053233,-2884.9939080868517,Carting,Rule 6: Lower total cost (Carting)
IND000000ACB,IND110043AAC,eve_peak,36.03726571428572,39.22857142857143,38490.0,High,Medium,0,35,1.8518518518518519,Medium,1.7777777777777777,High,4509.04344,1621.6769571428572,72.64550264550265,69.73968253968253,0.13923721340388007,0.1271296296296296,4509.1826772134045,1621.804086772487,-0.0008071722516166978,-2887.378590440918,FTL,Rule 4: Peak-hour congestion — avoid consolidation queue
IND000000ACB,IND110052AAA,eve_peak,43.0432,45.714285714285715,38524.0,High,Medium,0,14,1.8518518518518519,Medium,1.3333333333333333,High,4705.2096,1936.944,84.65608465608466,60.95238095238095,0.16225749559082894,0.06349206349206347,4705.371857495591,1937.007492063492,-0.006584362139917697,-2768.364365432099,FTL,Rule 4: Peak-hour congestion — avoid consolidation queue
IND000000ACB,IND110064AAA,afternoon,38.51634649122807,41.26315789473684,38910.0,High,Medium,0,114,1.8518518518518519,Medium,1.4932432432432432,High,4578.457701754386,1733.235592105263,76.41325536062378,61.615931721194876,0.14645873944119558,0.08480322427690846,4578.604160493827,1733.32039532954,-0.00411036767761914,-2845.2837651642876,Carting,Rule 6: Lower total cost (Carting)
IND000000ACB,IND110064AAA,eve_peak,37.588657142857144,40.73809523809524,38910.0,High,Medium,0,84,1.8518518518518519,Medium,1.1709526592635884,Medium,4552.4824,1691.4895714285715,75.44091710758379,47.70238095238095,0.14459509112286892,0.029017857142857116,4552.626995091123,1691.5185892857144,-0.007705148932000788,-2861.1084058054084,FTL,Rule 4: Peak-hour congestion — avoid consolidation queue
IND000000ACB,IND110064AAA,night,37.36157613636364,39.97727272727273,38910.0,High,Medium,0,88,1.8518518518518519,Medium,1.9409722222222223,High,4546.124131818182,1681.2709261363636,74.03198653198653,77.59477588383838,0.14189464085297418,0.15673959648569022,4546.266026459035,1681.4276657328494,0.0009896637088477355,-2864.838360726186,Carting,Rule 6: Lower total cost (Carting)
IND000000ACB,IND110085AAB,afternoon,41.51187413793104,43.39655172413793,38724.0,High,Medium,0,116,1.8518518518518519,Medium,1.5155555555555555,High,4662.332475862069,1868.0343362068968,80.3639846743295,65.76988505747126,0.1540309706257982,0.0932222222222222,4662.486506832695,1868.127558429119,-0.004053916560238401,-2794.3589484035765,Carting,Rule 6: Lower total cost (Carting)
IND000000ACB,IND110085AAB,eve_peak,44.09475714285715,46.714285714285715,38724.0,High,Medium,0,21,1.8518518518518519,Medium,1.4492753623188406,High,4734.653200000001,1984.2640714285717,86.5079365079365,67.70186335403727,0.1658068783068783,0.08744824016563149,4734.819006878308,1984.3515196687374,-0.005223909209416454,-2750.46748720957,FTL,Rule 4: Peak-hour congestion — avoid consolidation queue
IND000000ACB,IND110085AAB,night,43.20388571428571,45.67857142857143,38724.0,High,Medium,0,28,1.8518518518518519,Medium,1.7522296544035676,High,4709.7088,1944.174857142857,84.58994708994709,80.03934742793439,0.16213073192239857,0.14316989999734567,4709.870930731923,1944.3180270428543,-0.0012640554616701947,-2765.552903689069,Carting,Rule 6: Lower total cost (Carting)
IND000000ACB,IND110092AAC,afternoon,44.87002857142857,48.57142857142857,38522.0,High,Medium,0,14,1.8518518518518519,Medium,1.7973395931142409,High,4756.3608,2019.1512857142857,89.94708994708995,87.29935166554884,0.17239858906525574,0.16136634622550114,4756.533198589065,2019.3126520605113,-0.0007354828559836414,-2737.220546528554,Carting,Rule 6: Lower total cost (Carting)
IND000000ACB,IND110092AAC,eve_peak,45.25692380952381,50.0,38522.0,High,Medium,0,21,1.8518518518518519,Medium,1.3488372093023255,High,4767.1938666666665,2036.5615714285716,92.5925925925926,67.44186046511628,0.17746913580246915,0.07267441860465117,4767.371335802469,2036.6342458471763,-0.006986314479854532,-2730.7370899552925,FTL,Rule 4: Peak-hour congestion — avoid consolidation queue
