source_center,destination_center,time_bucket,avg_distance_km,avg_osrm_time,hub_congestion,congestion_tier,distance_tier,is_chronic_bottleneck,total_volume,delay_ratio_ftl,delay_risk_tier_ftl,delay_ratio_carting,delay_risk_tier_carting,ftl_distance_cost,carting_distance_cost,ftl_actual_time,carting_actual_time,ftl_delay_cost,carting_delay_cost,ftl_total_cost,carting_total_cost,time_diff_hr,cost_diff,recommended_route_type,rule_applied
IND125001AAA,IND335513AAA,afternoon,114.050825,98.0,606.0,Medium,Long,0,8,1.793703277745831,High,2.037037037037037,Medium,6693.4231,5132.287125,175.78292121909143,199.62962962962965,0.32409550507954765,0.4234567901234569,6693.74719550508,5132.710581790123,0.006624085669593948,-1561.0366137149567,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND125001AAA,IND335513AAA,eve_peak,106.44432093023256,92.65116279069767,606.0,Medium,Long,0,43,1.6754966887417218,High,2.037037037037037,Medium,6480.440986046511,4789.9944418604655,155.23671646388416,188.73385012919897,0.26077314030494375,0.40034453057708874,6480.701759186816,4790.3947863910425,0.009304759351476335,-1690.3069727957736,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND125001AAA,IND335523AAB,eve_peak,82.451465,85.6,438.0,Medium,Long,0,20,3.176470588235294,High,2.037037037037037,Medium,5808.64102,3710.315925,271.90588235294115,174.37037037037038,0.7762745098039215,0.3698765432098766,5809.417294509804,3710.68580154321,-0.027093197772936325,-2098.7314929665945,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND125001AAA,IND335524AAA,eve_peak,101.32219333333333,103.5,451.0,Medium,Long,0,30,1.8879233511586453,High,2.037037037037037,Medium,6337.021413333334,4559.4987,195.4000668449198,210.83333333333334,0.3829169451871658,0.4472222222222223,6337.404330278521,4559.945922222222,0.004287018469003764,-1777.458408056299,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND125005AAA,IND000000ACB,eve_peak,104.55771714285714,86.97142857142858,38563.0,High,Long,0,35,1.7755102040816326,High,2.037037037037037,Medium,6427.61608,4705.097271428572,154.4186588921283,177.1640211640212,0.2810301263362488,0.3758024691358026,6427.897110126336,4705.473073897708,0.006318156186636917,-1722.4240362286282,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND125005AAA,IND125047AAB,eve_peak,36.337783333333334,29.833333333333332,174.0,Low,Medium,0,6,2.208235294117647,High,2.037037037037037,Medium,4517.457933333333,1635.20025,65.87901960784313,60.77160493827161,0.15019035947712417,0.12890946502057615,4517.60812369281,1635.3291594650207,-0.0014187262971032016,-2882.2789642277894,Carting,Rule 6: Lower total cost (Carting)
IND125005AAA,IND335513AAA,eve_peak,103.91807619047619,90.61904761904762,323.0,Medium,Long,0,21,1.7321428571428572,High,2.037037037037037,Medium,6409.706133333333,4676.313428571429,156.96513605442178,184.59435626102294,0.2764420351473923,0.3915637860082305,6409.982575368481,4676.704992357437,0.007674783390722545,-1733.277583011044,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND125005AAA,IND335523AAB,eve_peak,84.52118,89.8,155.0,Low,Long,0,5,2.5274725274725274,High,2.037037037037037,Medium,5866.59304,3803.4531,226.96703296703296,182.92592592592592,0.5715293040293041,0.3880246913580247,5867.164569304029,3803.8411246913583,-0.012233640844751955,-2063.3234446126708,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND125005AAA,IND335524AAA,eve_peak,106.5765,108.61538461538461,168.0,Low,Long,0,13,1.5555555555555556,High,2.037037037037037,Medium,6484.142,4795.9425,168.95726495726495,221.25356125356126,0.2514245014245014,0.4693257359924027,6484.393424501424,4796.411825735992,0.014526748971193418,-1687.981598765432,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND125047AAB,IND125051AAA,eve_peak,52.669541379310346,44.62068965517241,90.0,Low,Medium,0,29,2.1551724137931036,High,2.037037037037037,Medium,4974.74715862069,2370.1293620689657,96.1652794292509,90.8939974457216,0.21476912405866036,0.19280544912728825,4974.961927744749,2370.322167518093,-0.0014642449954248072,-2604.639760226656,Carting,Rule 6: Lower total cost (Carting)
IND125104AAA,IND125005AAA,eve_peak,97.31484285714285,71.85714285714286,170.0,Low,Long,0,7,2.5871559633027523,High,2.037037037037037,Medium,6224.8156,4379.167928571428,185.90563564875492,146.3756613756614,0.4752020532983836,0.3104938271604939,6225.290802053299,4379.478422398589,-0.010980548409192646,-1845.8123796547097,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND125121AAA,IND125001AAA,eve_peak,32.90025,25.833333333333332,416.0,Medium,Medium,0,6,3.9833333333333334,High,2.037037037037037,Medium,4421.207,1480.51125,102.90277777777777,52.623456790123456,0.32112268518518516,0.11162551440329217,4421.528122685186,1480.6228755144034,-0.013966478052126198,-2940.9052471707823,Carting,Rule 6: Lower total cost (Carting)
IND126102AAA,IND126116AAA,eve_peak,28.298310000000004,19.7,56.0,Low,Short,0,10,2.2426470588235294,High,2.037037037037037,Medium,4292.35268,1273.42395,44.18014705882353,40.12962962962963,0.10200061274509804,0.08512345679012348,4292.4546806127455,1273.5090734567902,-0.0011251437303316377,-3018.9456071559553,Carting,Rule 3: Short-haul + low congestion — no FTL advantage
IND126112AAA,IND131028AAB,eve_peak,59.8206703125,46.5625,4541.0,High,Long,0,64,1.9603174603174602,High,2.037037037037037,Medium,5174.97876875,2691.9301640625,91.27728174603175,94.84953703703704,0.1863115906084656,0.201195987654321,5175.165080340608,2692.1313600501544,0.0009922931363903586,-2483.033720290454,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND126116AAA,IND131301AAA,eve_peak,59.39446,43.5,60.0,Low,Long,0,20,2.846753246753247,High,2.037037037037037,Medium,5163.04488,2672.7507,123.83376623376624,88.61111111111111,0.33472402597402595,0.187962962962963,5163.379604025974,2672.938662962963,-0.009784070867404201,-2490.440941063011,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND127021AAA,IND127201AAA,eve_peak,45.487883333333336,31.625,93.0,Low,Medium,0,24,1.810672514619883,High,2.037037037037037,Medium,4773.660733333333,2046.95475,57.2625182748538,64.4212962962963,0.10682299281189081,0.13665123456790126,4773.7675563261455,2047.091401234568,0.001988549450400697,-2726.6761550915776,Carting,Rule 6: Lower total cost (Carting)
IND127201AAA,IND124141AAA,eve_peak,40.4696875,29.375,79.0,Low,Medium,0,8,2.41875,High,2.037037037037037,Medium,4633.15125,1821.1359375,71.05078125,59.83796296296297,0.17364908854166666,0.12692901234567902,4633.324899088541,1821.2628665123457,-0.0031146717463991754,-2812.0620325761956,Carting,Rule 6: Lower total cost (Carting)
IND131021AAA,IND131028AAA,afternoon,12.731442857142856,11.0,222.0,Low,Short,0,14,1.8518518518518519,Medium,1.5,High,3856.4804,572.9149285714285,20.37037037037037,16.5,0.03904320987654321,0.02291666666666667,3856.5194432098765,572.9378452380952,-0.0010751028806584362,-3283.5815979717813,Carting,Rule 3: Short-haul + low congestion — no FTL advantage
IND131021AAA,IND131028AAA,eve_peak,11.917457894736843,10.052631578947368,222.0,Low,Short,0,57,1.8518518518518519,Medium,1.5833333333333333,High,3833.6888210526317,536.285605263158,18.61598440545809,15.916666666666666,0.035680636777128,0.02443347953216374,3833.724501689409,536.3100387426902,-0.0007498104829976175,-3297.4144629467187,Carting,Rule 3: Short-haul + low congestion — no FTL advantage
IND131021AAA,IND131028AAA,morn_peak,11.847535,9.55,222.0,Low,Short,0,40,1.8518518518518519,Medium,1.625,High,3831.7309800000003,533.139075,17.685185185185187,15.51875,0.03389660493827161,0.02486979166666667,3831.7648766049388,533.1639447916667,-0.0006017875514403295,-3298.600931813272,Carting,Rule 3: Short-haul + low congestion — no FTL advantage
IND131028AAB,IND000000ACB,afternoon,66.543221299639,62.462093862815884,42917.0,High,Long,0,277,1.8518518518518519,Medium,1.4631578947368422,High,5363.210196389892,2994.444958483755,115.67054419039978,91.39190575717272,0.2217018763649329,0.12054088289315351,5363.431898266257,2994.565499366648,-0.006744066231451961,-2368.866398899609,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND131028AAB,IND000000ACB,eve_peak,68.81140702702703,65.31891891891892,42917.0,High,Long,0,185,1.8518518518518519,Medium,1.4545454545454546,High,5426.719396756756,3096.5133162162165,120.96096096096097,95.00933660933661,0.23184184184184187,0.1237100737100737,5426.951238598598,3096.637026289927,-0.007208784542117878,-2330.3142123086714,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND131028AAB,IND000000ACB,morn_peak,68.8994144736842,63.05263157894737,42917.0,High,Long,0,152,1.8518518518518519,Medium,1.3333333333333333,High,5429.183605263158,3100.473651315789,116.76413255360625,84.0701754385965,0.2237979207277453,0.08757309941520468,5429.407403183885,3100.5612244152044,-0.009081654754169376,-2328.846178768681,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND131028AAB,IND000000ACB,night,67.05321712328768,63.486301369863014,42917.0,High,Long,0,146,1.8518518518518519,Medium,1.7651455546813533,High,5377.4900794520545,3017.3947705479454,117.56722475900558,112.06256264617441,0.22533718078809406,0.2024010886512975,5377.715416632843,3017.5971716365966,-0.0015290728091197695,-2360.118244996246,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND131028AAB,IND110037AAM,night,34.71065333333333,36.3,10237.0,High,Medium,0,30,1.8518518518518519,Medium,2.8173076923076925,High,4471.898293333334,1561.9794,67.22222222222221,102.26826923076923,0.12884259259259256,0.2748677884615385,4472.027135925926,1562.2542677884614,0.009735013057929728,-2909.7728681374647,Carting,Rule 6: Lower total cost (Carting)
IND131028AAB,IND124001AAB,eve_peak,46.45601666666667,41.583333333333336,4501.0,High,Medium,0,12,1.6095238095238096,High,2.037037037037037,Medium,4800.768466666666,2090.52075,66.92936507936508,84.7067901234568,0.10560846560846562,0.17968106995884775,4800.874075132275,2090.700431069959,0.00493817362335881,-2710.173644062316,FTL,Rule 4: Peak-hour congestion — avoid consolidation queue
IND131028AAB,IND124507AAA,eve_peak,32.222025,35.9,4523.0,High,Medium,0,20,1.8215369059656217,High,2.037037037037037,Medium,4402.2167,1449.991125,65.39317492416582,73.12962962962963,0.12288822885069092,0.1551234567901235,4402.3395882288505,1450.14624845679,0.0021490151959621703,-2952.1933397720604,FTL,Rule 4: Peak-hour congestion — avoid consolidation queue
IND131028AAB,IND136118AAA,eve_peak,81.21031960784315,60.53921568627451,4623.0,High,Long,0,102,1.8518518518518519,High,2.037037037037037,Medium,5773.888949019608,3654.464382352942,112.10965867828612,123.32062454611476,0.2148768458000484,0.2615892035826677,5774.103825865408,3654.7259715565247,0.003114157185507954,-2119.3778543088833,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND131028AAB,IND160002AAC,eve_peak,105.80509910714285,75.02678571428571,9760.0,High,Long,0,112,1.5516296070667073,High,2.037037037037037,Medium,6462.542775,4761.2294598214285,116.41378203733518,152.83234126984127,0.17244581801270614,0.32418981481481485,6462.715220818012,4761.553649636243,0.010116266453473912,-1701.1615711817694,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND131028AAB,IND160002AAC,night,106.72510546875,75.6953125,9760.0,High,Long,0,128,1.7658480868075386,High,2.037037037037037,Medium,6488.3029531249995,4802.62974609375,133.66642275842375,154.1941550925926,0.24154629274343228,0.3270785108024692,6488.544499417743,4802.956824604553,0.005702147870602461,-1685.5876748131905,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND131028AAB,IND201204AAA,eve_peak,51.25522962962963,39.03703703703704,4510.0,High,Medium,0,27,2.0952380952380953,High,2.037037037037037,Medium,4935.14642962963,2306.4853333333335,81.79188712522047,79.51989026063102,0.17814520870076428,0.16867855509830823,4935.324574838331,2306.654011888432,-0.0006311102401637373,-2628.670562949899,FTL,Rule 4: Peak-hour congestion — avoid consolidation queue
IND131028AAB,IND244001AAA,morn_peak,119.420175,97.375,4693.0,High,Long,0,8,1.9986131290450402,High,2.037037037037037,Medium,6843.7649,5373.907875,194.6149534407608,198.3564814814815,0.40516647266983663,0.4207561728395062,6844.1700664726695,5374.32863117284,0.0010393133446446414,-1469.8414352998298,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND131028AAB,IND244001AAA,night,120.67815694444445,97.47222222222223,4693.0,High,Long,0,144,1.6216216216216217,High,2.037037037037037,Medium,6878.988394444445,5430.5170625,158.06306306306308,198.55452674897123,0.25246183683683693,0.42117626886145415,6879.240856281282,5430.938238768861,0.011247628801641152,-1448.3026175124205,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND131028AAB,IND244235AAA,morn_peak,104.2427880952381,87.62698412698413,4683.0,High,Long,0,126,1.4965252525252524,High,2.037037037037037,Medium,6418.798066666666,4690.925464285714,131.1359945486612,178.49941211052322,0.1812875434236544,0.3786351165980796,6418.97935421009,4691.304099402312,0.01315650487829501,-1727.6752548077775,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND131028AAB,IND247667AAA,afternoon,90.24431,82.7,4535.0,High,Long,0,30,1.6695275821596245,High,2.037037037037037,Medium,6026.840679999999,4060.99395,138.06993104460096,168.462962962963,0.23070804601917067,0.35734567901234576,6027.071388046019,4061.3512956790123,0.008442508866211675,-1965.7200923670066,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND131028AAB,IND247667AAB,afternoon,90.26003666666666,82.82222222222222,4571.0,High,Long,0,90,1.7578817733990149,High,2.037037037037037,Medium,6027.281026666667,4061.70165,145.5916748768473,168.71193415637862,0.2615393860609378,0.35787379972565164,6027.542566052727,4062.0595237997254,0.006422294244314257,-1965.4830422530017,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND131028AAB,IND248001AAA,afternoon,147.89733333333334,149.66666666666666,4666.0,High,Long,0,18,1.4589539887454483,High,2.037037037037037,Medium,7641.125333333333,6655.38,218.35678031556876,304.87654320987656,0.28620880687042544,0.6467078189300413,7641.411542140204,6656.02670781893,0.024033267470641058,-985.384834321274,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND131028AAB,IND248001AAD,afternoon,147.72351111111112,149.44444444444446,4625.0,High,Long,0,9,1.6395348837209303,High,2.037037037037037,Medium,7636.258311111112,6647.558000000001,245.01937984496126,304.42386831275724,0.39822889750215335,0.6457475994513032,7636.656540008614,6648.203747599452,0.01650124679660999,-988.4527924091617,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND131028AAB,IND249407AAA,afternoon,111.0042,111.0,4722.0,High,Long,0,7,2.336448598130841,High,2.037037037037037,Medium,6608.1176,4995.189,259.3457943925234,226.11111111111114,0.6181074766355141,0.47962962962962974,6608.735707476635,4995.66862962963,-0.009231856467058952,-1613.0670778470048,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND131028AAB,IND250611AAA,eve_peak,33.436816666666665,30.166666666666668,4505.0,High,Medium,0,6,3.4423076923076925,High,2.037037037037037,Medium,4436.230866666667,1504.6567499999999,103.84294871794873,61.45061728395063,0.3069845085470086,0.13034979423868315,4436.537851175214,1504.7870997942387,-0.011775647620555028,-2931.7507513809755,FTL,Rule 4: Peak-hour congestion — avoid consolidation queue
IND131028AAB,IND251001AAA,afternoon,72.18606315789474,61.973684210526315,4543.0,High,Long,0,38,1.89,High,2.037037037037037,Medium,5521.209768421053,3248.3728421052633,117.13026315789473,126.24269005847954,0.22981907894736842,0.26778752436647174,5521.4395875,3248.64062962963,0.002531229694606891,-2272.79895787037,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND131301AAA,IND131028AAB,eve_peak,43.33078333333333,31.0,4507.0,High,Medium,0,6,2.9885290148448043,High,2.037037037037037,Medium,4713.261933333333,1949.8852499999998,92.64439946018894,63.14814814814815,0.2568516644174539,0.13395061728395063,4713.518784997751,1950.0192006172838,-0.008193403142233551,-2763.4995843804672,FTL,Rule 4: Peak-hour congestion — avoid consolidation queue
IND132001AAA,IND131028AAB,eve_peak,71.10528333333333,55.333333333333336,4503.0,High,Long,0,6,1.8056603773584907,High,2.037037037037037,Medium,5490.947933333333,3199.73775,99.91320754716982,112.71604938271606,0.18574947589098534,0.2390946502057614,5491.1336828092235,3199.9768446502057,0.0035563449543184016,-2291.1568381590178,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND132103AAA,IND131028AAB,afternoon,45.97852222222222,35.0,4503.0,High,Medium,0,9,1.7941176470588236,High,2.037037037037037,Medium,4787.398622222222,2069.0335,62.794117647058826,71.2962962962963,0.11580882352941177,0.1512345679012346,4787.514431045752,2069.184734567901,0.0023617162914548553,-2718.3296964778506,Carting,Rule 6: Lower total cost (Carting)
IND132103AAA,IND132001AAA,eve_peak,34.41014,29.6,52.0,Low,Medium,0,10,1.7266233766233765,High,2.037037037037037,Medium,4463.48392,1548.4562999999998,51.108051948051944,60.296296296296305,0.0896168831168831,0.12790123456790126,4463.5735368831165,1548.5842012345677,0.0025522900967345444,-2914.989335648549,Carting,Rule 6: Lower total cost (Carting)
IND132103AAB,IND131028AAB,eve_peak,42.9467,31.666666666666668,4503.0,High,Medium,0,12,1.8927893738140418,High,2.037037037037037,Medium,4702.5076,1932.6015,59.938330170777995,64.50617283950618,0.11779859793379721,0.1368312757201646,4702.625398597934,1932.7383312757202,0.0012688451857578286,-2769.8870673222136,FTL,Rule 4: Peak-hour congestion — avoid consolidation queue
IND132103AAB,IND131028AAB,morn_peak,43.89993333333333,33.333333333333336,4503.0,High,Medium,0,6,1.7970588235294118,High,2.037037037037037,Medium,4729.198133333333,1975.4969999999998,59.90196078431373,67.90123456790124,0.11070261437908496,0.1440329218106996,4729.308835947712,1975.6410329218106,0.0022220204954409755,-2753.667803025902,FTL,Rule 4: Peak-hour congestion — avoid consolidation queue
IND133004AAA,IND135001AAA,eve_peak,43.40331666666666,38.888888888888886,75.0,Low,Medium,0,18,1.7765780730897012,High,2.037037037037037,Medium,4715.292866666667,1953.1492499999997,69.08914728682171,79.21810699588477,0.1258344099913868,0.1680384087791495,4715.418701076658,1953.317288408779,0.0028135999191841814,-2762.1014126678792,Carting,Rule 6: Lower total cost (Carting)
IND134102AAA,IND174103AAA,eve_peak,19.956018750000002,14.1875,61.0,Low,Short,0,16,2.75,High,2.037037037037037,Medium,4058.768525,898.02084375,39.015625,28.900462962962965,0.10345052083333334,0.06130401234567902,4058.871975520833,898.0821477623457,-0.0028097672325102874,-3160.7898277584873,Carting,Rule 3: Short-haul + low congestion — no FTL advantage
IND134109AAA,IND160002AAC,morn_peak,21.164564102564103,21.333333333333332,5330.0,High,Short,0,39,1.8518518518518519,Medium,1.1363636363636365,Medium,4092.607794871795,952.4053846153846,39.50617283950617,24.242424242424242,0.0757201646090535,0.012121212121212125,4092.683515036404,952.4175058275058,-0.004239930165856091,-3140.266009208898,FTL,Rule 4: Peak-hour congestion — avoid consolidation queue
IND134109AAA,IND160002AAC,night,25.822725,25.5,5330.0,High,Short,0,8,1.8518518518518519,Medium,1.0644677661169415,Medium,4223.0363,1162.0226249999998,47.22222222222222,27.143928035982007,0.09050925925925925,0.006849700149925031,4223.126809259259,1162.0294747001496,-0.005577303940622282,-3061.097334559109,Carting,Rule 6: Lower total cost (Carting)
IND134203AAA,IND140501AAA,eve_peak,37.90447678571429,32.107142857142854,150.0,Low,Medium,0,56,1.8518518518518519,Medium,1.4935897435897436,High,4561.32535,1705.701455357143,59.457671957671955,47.95489926739926,0.11396053791887126,0.06603231837606836,4561.439310537919,1705.767487675519,-0.003195214636186859,-2855.6718228623995,Carting,Rule 6: Lower total cost (Carting)
IND134203AAA,IND160002AAC,eve_peak,30.87056,26.8,5349.0,High,Medium,0,5,1.8518518518518519,Medium,3.411764705882353,High,4364.37568,1389.1752000000001,49.62962962962963,91.43529411764706,0.09512345679012348,0.2693137254901961,4364.47080345679,1389.4445137254904,0.011612684580004841,-2975.0262897312996,FTL,Rule 4: Peak-hour congestion — avoid consolidation queue
IND135001AAA,IND173025AAA,eve_peak,49.932611111111115,38.388888888888886,137.0,Low,Medium,0,36,2.267948717948718,High,2.037037037037037,Medium,4898.113111111112,2246.9675,87.06403133903133,78.19958847736625,0.2028130935422602,0.165877914951989,4898.315924204654,2247.1333779149522,-0.002462345239351412,-2651.182546289702,Carting,Rule 6: Lower total cost (Carting)
IND136027AAA,IND132039AAA,eve_peak,32.15408571428571,28.38095238095238,128.0,Low,Medium,0,42,1.7100840336134453,High,2.037037037037037,Medium,4400.3144,1446.933857142857,48.53381352541016,57.81305114638448,0.08397025476857409,0.12263374485596709,4400.398370254768,1447.056490887713,0.0025775660058262,-2953.3418793670553,Carting,Rule 6: Lower total cost (Carting)
IND136118AAA,IND136128AAA,eve_peak,25.956986363636364,24.477272727272727,234.0,Low,Short,0,44,1.3869047619047619,High,2.037037037037037,Medium,4226.795618181818,1168.0643863636365,33.947646103896105,49.861111111111114,0.03945988906926407,0.10576599326599329,4226.835078070887,1168.1701523569025,0.004420406946448614,-3058.6649257139843,Carting,Rule 3: Short-haul + low congestion — no FTL advantage
IND136128AAA,IND136027AAA,eve_peak,26.57582954545455,18.59090909090909,174.0,Low,Short,0,44,2.0540935672514617,High,2.037037037037037,Medium,4244.1232272727275,1195.9123295454547,38.18746677299308,37.870370370370374,0.08165232367534997,0.08033108866442201,4244.204879596403,1195.9926606341191,-8.80823340618638e-05,-3048.2122189622837,Carting,Rule 3: Short-haul + low congestion — no FTL advantage
IND140001AAA,IND140118AAA,eve_peak,33.88271666666667,26.5,203.0,Low,Medium,0,6,1.7424242424242424,High,2.037037037037037,Medium,4448.716066666667,1524.72225,46.17424242424242,53.98148148148149,0.08197601010101009,0.1145061728395062,4448.798042676768,1524.8367561728396,0.0021686775158997404,-2923.9612865039285,Carting,Rule 6: Lower total cost (Carting)
IND140001AAA,IND140118AAA,night,33.809834375,26.84375,203.0,Low,Medium,0,32,1.7575757575757576,High,2.037037037037037,Medium,4446.6753625,1521.442546875,47.17992424242424,54.68171296296297,0.08473405934343435,0.11599151234567903,4446.760096559344,1521.5585383873458,0.0020838302001496465,-2925.201558171998,Carting,Rule 6: Lower total cost (Carting)
IND140118AAA,IND160002AAC,eve_peak,68.22861,73.0,5406.0,High,Long,0,10,1.316926884996192,High,2.037037037037037,Medium,5410.40108,3070.2874500000003,96.13566260472201,148.70370370370372,0.09639859418634172,0.3154320987654322,5410.497478594186,3070.602882098766,0.01460223363860603,-2339.89459649542,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND140118AAA,IND160002AAC,night,79.02836,73.14666666666666,5406.0,High,Long,0,75,1.4299065420560748,High,2.037037037037037,Medium,5712.79408,3556.2762000000002,104.59289719626167,149.00246913580247,0.13102596053997922,0.31606584362139917,5712.925105960539,3556.5922658436216,0.012335992205428,-2156.332840116918,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND140301AAA,IND140001AAA,eve_peak,25.396349999999998,23.0,202.0,Low,Short,0,6,1.5227272727272727,High,2.037037037037037,Medium,4211.0978,1142.83575,35.02272727272727,46.851851851851855,0.05009469696969698,0.09938271604938273,4211.147894696969,1142.9351327160493,0.003285867938645717,-3068.21276198092,Carting,Rule 3: Short-haul + low congestion — no FTL advantage
IND140301AAA,IND140001AAA,night,25.781725,23.25,202.0,Low,Short,0,36,1.696969696969697,High,2.037037037037037,Medium,4221.8883000000005,1160.177625,39.45454545454545,47.361111111111114,0.06751893939393938,0.10046296296296298,4221.955818939395,1160.278087962963,0.0021962682379349056,-3061.677730976432,Carting,Rule 3: Short-haul + low congestion — no FTL advantage
IND140301AAA,IND140901AAA,morn_peak,15.188790909090908,14.318181818181818,389.0,Medium,Short,0,22,1.8518518518518519,Medium,1.9642857142857144,High,3925.2861454545455,683.4955909090909,26.515151515151516,28.125000000000004,0.05082070707070707,0.0575284090909091,3925.336966161616,683.5531193181818,0.00044718013468013557,-3241.7838468434343,Carting,Rule 6: Lower total cost (Carting)
IND140301AAA,IND140901AAA,night,15.100075,14.3125,389.0,Medium,Short,0,16,1.8518518518518519,Medium,1.89010989010989,High,3922.8021,679.503375,26.50462962962963,27.052197802197803,0.05080054012345679,0.05308207417582418,3922.8529005401233,679.5564570741758,0.00015210227015782587,-3243.2964434659475,Carting,Rule 6: Lower total cost (Carting)
IND140401AAA,IND000000ACA,eve_peak,55.405300000000004,38.666666666666664,977.0,Medium,Long,0,12,2.230884109916368,High,2.037037037037037,Medium,5051.3484,2493.2385000000004,86.26085225009956,78.76543209876543,0.19830910659763706,0.16707818930041152,5051.5467091065975,2493.4055781893007,-0.0020820611531483695,-2558.141130917297,FTL,Rule 2: Long-haul — fixed cost amortizes over distance
IND140401AAA,IND142401AAA,eve_peak,37.562466666666666,26.88888888888889,84.0,Low,Medium,0,9,1.5757575757575757,High,2.037037037037037,Medium,4551.749066666667,1690.311,42.37037037037037,54.77366255144033,0.06450617283950616,0.11618655692729768,4551.813572839506,1690.4271865569272,0.003445358939186101,-2861.386386282579,Carting,Rule 6: Lower total cost (Carting)
IND140406AAA,IND140401AAA,eve_peak,30.64127142857143,26.642857142857142,59.0,Low,Medium,0,14,1.0952380952380953,Medium,2.037037037037037,Medium,4357.9556,1378.8572142857142,29.18027210884354,54.27248677248678,0.010572562358276654,0.1151234567901235,4357.966172562358,1378.9723377425044,0.006970059628789789,-2978.993834819854,Carting,Rule 6: Lower total cost (Carting)
IND140501AAA,IND160002AAC,eve_peak,15.646623076923078,15.807692307692308,5367.0,High,Short,0,26,1.8518518518518519,Medium,2.0625,High,3938.105446153846,704.0980384615385,29.273504273504276,32.60336538461539,0.056107549857549864,0.06998197115384618,3938.1615537037037,704.1680204326924,0.0009249614197530863,-3233.993533271011,FTL,Rule 4: Peak-hour congestion — avoid consolidation queue
IND140901AAA,IND160002AAC,morn_peak,35.75398125,33.0,5550.0,High,Medium,0,48,1.8518518518518519,Medium,1.3255813953488373,High,4501.111475,1608.92915625,61.111111111111114,43.74418604651163,0.11712962962962964,0.04476744186046512,4501.228604629629,1608.9739236918604,-0.0048241458512776345,-2892.254680937769,FTL,Rule 4: Peak-hour congestion — avoid consolidation queue
IND140901AAA,IND160002AAC,night,34.752575,32.166666666666664,5550.0,High,Medium,0,36,1.8518518518518519,Medium,1.2573454913880446,High,4473.0721,1563.865875,59.5679012345679,40.44461330631543,0.11417181069958847,0.03449144433186987,4473.1862718106995,1563.900366444332,-0.005312024424514574,-2909.285905366368,Carting,Rule 6: Lower total cost (Carting)
IND140901AAA,IND160055AAA,eve_peak,12.260216666666667,12.666666666666666,446.0,Medium,Short,0,6,1.8518518518518519,Medium,1.5357142857142856,High,3843.2860666666666,551.70975,23.456790123456788,19.45238095238095,0.04495884773662551,0.02827380952380951,3843.3310255144033,551.7380238095238,-0.0011123358808543997,-3291.5930017048795,Carting,Rule 6: Lower total cost (Carting)
IND140901AAA,IND160055AAA,night,12.7196,13.264705882352942,446.0,Medium,Short,0,34,1.8518518518518519,Medium,1.8516483516483517,High,3856.1488,572.382,24.564270152505447,24.56157078215902,0.0470815177923021,0.04707027041585866,3856.1958815177923,572.4290702704158,-7.498250962297467e-07,-3283.7668112473766,Carting,Rule 6: Lower total cost (Carting)
IND141003AAB,IND000000ACA,morn_peak,14.2983125,10.375,990.0,Medium,Short,0,8,1.8518518518518519,Medium,1.7937062937062938,High,3900.35275,643.4240625,19.212962962962962,18.609702797202797,0.03682484567901234,0.03431126165501165,3900.389574845679,643.458373761655,-0.00016757226826671258,-3256.931201084024,Carting,Rule 6: Lower total cost (Carting)
IND141003AAB,IND142026AAA,eve_peak,34.55657380952381,25.523809523809526,115.0,Low,Medium,0,42,1.6774193548387097,High,2.037037037037037,Medium,4467.584066666666,1555.0458214285716,42.81413210445469,51.992945326278665,0.0720430107526882,0.11028806584362141,4467.656109677419,1555.1561094944152,0.002549670339395548,-2912.500000183004,Carting,Rule 6: Lower total cost (Carting)
