source_center,destination_center,trip_count,weight,pct_sla_breach,median_actual_time,median_osrm_time,delay_iqr,avg_distance,is_chronic,delay_severity_norm,volume_norm,sla_breach_corr_norm,variability_norm,corridor_risk_score
IND500010AAB,IND501359AAE,175,2.4285714285714284,1.0,59.0,24.0,1.2972330608200169,31.70440914285714,1,0.30929269795141745,0.03322593636729762,1.0,0.2290843303723984,0.4049319963096312
IND421302AAG,IND400102AAC,169,2.4166666666666665,0.9822485207100592,56.0,25.0,1.600574712643678,26.014522485207102,1,0.30747766271785254,0.03201772049939589,0.9822485207100592,0.2826528226355801,0.4048229076530628
IND245101AAA,IND245304AAA,30,2.641025641025641,1.0,40.0,15.0,0.9615196078431367,15.812186666666666,1,0.34168409596580746,0.004027386226339106,1.0,0.16979915340998009,0.40466040028390576
IND395023AAA,IND411033AAA,154,2.7575600851840587,0.935064935064935,555.5,168.0,1.1082417998063425,221.36362597402595,1,0.3594512822198081,0.02899718082964156,0.935064935064935,0.19570949759702583,0.40436699162126993
IND421302AAG,IND400072AAJ,110,2.4327485380116958,1.0,45.0,19.0,1.4076086956521738,22.044560909090908,1,0.309929552419335,0.02013693113169553,1.0,0.2485760694890144,0.4038636606995593
IND126116AAA,IND131301AAA,20,2.846753246753247,1.0,141.5,47.0,0.23369283865401203,59.39446,1,0.3730499356104629,0.002013693113169553,1.0,0.041268889201789304,0.40385028644265647
IND742401AAA,IND742101AAC,25,2.7540983606557377,0.96,86.0,46.0,1.103448275862069,43.352579999999996,1,0.35892349745283303,0.0030205396697543293,0.96,0.19486298723889187,0.403810832622461
IND395023AAD,IND395001AAA,12,2.25,1.0,28.5,13.0,2.3125000000000004,14.100033333333334,1,0.2820671694479432,0.0004027386226339106,1.0,0.4083749713033809,0.40376504956517384
IND742101AAC,IND731237AAB,28,2.761904761904762,1.0,48.5,18.0,0.48527950310558987,25.776085714285717,1,0.36011368449123626,0.003624647603705195,1.0,0.08569773109399532,0.40352140880682036
IND462022AAA,IND466001AAA,42,2.6827242524916945,1.0,113.5,42.5,0.7042811839323466,42.58025,1,0.3480415896819438,0.00644381796214257,1.0,0.12437224141746298,0.40326481450505947
IND201306AAA,IND201301AAF,16,2.5618421052631577,1.0,49.5,16.5,1.1919462116830535,14.588975,1,0.3296115397503262,0.0012082158679017317,1.0,0.21049124323945534,0.40319579419105145
IND303603AAB,IND302014AAB,36,2.7481851179673322,0.9444444444444444,123.5,42.0,1.2693693693693695,50.12239166666667,1,0.3580219469716106,0.005235602094240838,0.9444444444444444,0.22416375342253272,0.4030451657655688
IND421302AAG,IND400015AAB,141,2.4545454545454546,1.0,53.0,22.0,1.1666666666666667,29.304673758865246,1,0.31325277482465014,0.026379379782521143,1.0,0.2060270125494534,0.4024986561304357
IND741156AAA,IND742102AAB,65,2.5652173913043477,1.0,62.0,24.0,1.0,31.393063076923077,1,0.33012614584972827,0.011075312122432542,1.0,0.17659458218524576,0.402478744589024
IND560067AAC,IND562114AAA,37,2.6666666666666665,1.0,26.0,10.0,0.7272727272727271,12.555067567567567,1,0.3455934026227166,0.005436971405557793,1.0,0.12843242340745142,0.40243984624122126
IND507002AAA,IND507167AAA,18,2.7976190476190474,1.0,57.5,21.0,0.32798174048174067,29.68233888888889,1,0.3655587901919311,0.0016109544905356424,1.0,0.0579197984247627,0.40241823454188264
IND483770AAA,IND842003AAB,12,2.733562035448828,1.0,181.0,62.5,0.5466736036519872,85.5539,1,0.3557924685320799,0.0004027386226339106,1.0,0.09653959662862534,0.40207163173135296
IND421302AAG,IND400072AAB,307,2.35,1.0,40.0,19.0,1.013698772623258,21.83260325732899,1,0.2973134654098888,0.059806685461135725,1.0,0.1790137112131007,0.4017784286505495
IND801103AAA,IND802301AAA,11,2.6666666666666665,1.0,42.0,16.0,0.760416666666667,22.867536363636365,1,0.3455934026227166,0.0002013693113169553,1.0,0.13428546353669735,0.4017162497305856
IND600056AAB,IND600116AAB,76,2.3798076923076925,0.9868421052631579,40.0,16.0,1.7436143039591312,22.153697368421053,1,0.3018580343985457,0.013290374546919049,0.9868421052631579,0.3079128394998809,0.4015676176619256
IND382721AAA,IND382430AAB,66,2.569871794871795,1.0,87.0,26.5,0.9093749999999998,31.14717575757576,1,0.33083576999288467,0.011276681433749497,1.0,0.16059069817470784,0.401212548173062
IND411033AAA,IND413501AAA,12,2.766855112259732,1.0,377.5,126.5,0.3759097504864166,162.74985833333332,1,0.3608684295575082,0.0004027386226339106,1.0,0.06638362532650872,0.40108641901131264
IND562132AAA,IND560002AAA,75,2.6666666666666665,0.96,50.0,22.0,1.1054905239687844,19.414835999999998,1,0.3455934026227166,0.013089005235602094,0.96,0.1952236371900159,0.40103197607698876
IND181152AAB,IND181201AAB,21,2.65,1.0,52.0,20.0,0.7222222222222223,23.91085238095238,1,0.3430523532957257,0.0022150624244865083,1.0,0.12754053157823306,0.40052876008223526
IND396191AAC,IND396232AAA,34,2.7142857142857144,1.0,23.0,12.0,0.45384615384615357,13.691888235294117,1,0.35285354355697646,0.004832863471606927,1.0,0.08014677191484226,0.4003643104821766
IND400701AAB,IND421302AAG,51,2.45,1.0,43.0,17.0,1.2702380952380956,19.020221568627452,1,0.31255976137183444,0.008256141763995167,1.0,0.22431716570435392,0.39951965656016797
IND000000ACK,IND501359AAF,94,2.486842105263158,0.9893617021276596,47.5,20.0,1.147619047619048,20.49332021276596,1,0.318176817778867,0.016915022150624244,0.9893617021276596,0.20266330622211545,0.39910623880332935
IND606801AAB,IND632006AAA,39,2.590909090909091,1.0,114.0,44.0,0.7922540412780146,47.863158974358974,1,0.33404317840912146,0.005839710028191704,1.0,0.13990777140406344,0.3990679760111029
IND125001AAA,IND335523AAB,20,3.176470588235294,0.9,299.0,90.0,0.2116060325207063,82.451465,1,0.4233196173306747,0.002013693113169553,0.9,0.03736847890087166,0.39856811810064946
IND431517AAB,IND411033AAA,152,2.5931988742964354,1.0,356.0,155.0,0.4328094181200717,184.51896907894738,1,0.33439228556124345,0.028594442207007652,1.0,0.0764317983587534,0.3985487046121246
IND421302AAG,IND400015AAA,208,2.4,1.0,54.0,22.0,0.9372549019607845,30.210475480769233,1,0.3049366133908616,0.03987112364075715,1.0,0.16551413781283822,0.3984938400478178
IND641062AAD,IND643217AAA,12,2.731283422459893,1.0,147.0,51.5,0.31744387078438807,49.15768333333333,1,0.3554450644519596,0.0004027386226339106,1.0,0.05605886772843616,0.397884597209286
IND785682AAA,IND785690AAB,10,2.625874125874126,1.0,48.0,19.5,0.6803571428571424,29.21732,1,0.33937405112308844,0.0,1.0,0.12014738537960463,0.39776435898719587
IND679303AAA,IND679531AAA,28,2.591666666666667,1.0,35.5,15.0,0.7374999999999994,14.933942857142856,1,0.3341586806512574,0.003624647603705195,1.0,0.13023850436161863,0.3975934845975912
IND203390AAA,IND201301AAF,100,2.59175155631013,0.99,207.5,70.0,0.664152128242602,73.893847,1,0.33417162317754084,0.018123238018525976,0.99,0.11728566759444406,0.3974280255350922
IND462022AAA,IND461001AAA,15,2.4901960784313726,1.0,103.0,36.0,1.1012605042016803,51.05128,1,0.31868817445457726,0.0010068465565847766,1.0,0.19447663861660883,0.397174645282638
IND562132AAA,IND462022AAA,625,2.1884550084889645,1.0,1187.0,543.0,0.39598199312587923,738.64670976,1,0.27268383789241635,0.12384212645992751,1.0,0.0699282746289455,0.39702689423484294
IND712311AAA,IND742101AAC,64,2.6090706589307917,1.0,324.5,111.5,0.5305495076538254,134.5410421875,1,0.33681214482104005,0.010873942811115585,1.0,0.09369216863271514,0.39681256049446645
IND301001AAB,IND302014AAA,12,2.45197628458498,1.0,173.5,81.0,1.1982921456423763,98.45072499999999,1,0.3128610715687108,0.0004027386226339106,1.0,0.2116119007955771,0.3964063033627005
IND411033AAA,IND421302AAG,520,2.151923076923077,1.0,150.0,68.0,0.7788954672778203,83.9326351923077,1,0.2671140714852657,0.1026983487716472,1.0,0.13754871960990844,0.39627508774800896
IND421302AAG,IND444005AAB,419,2.3955223880597014,1.0,531.0,213.0,0.22318645641158774,294.73775011933174,1,0.3042539434224163,0.08236004832863472,1.0,0.039413519019409905,0.3962329413530662
IND854326AAB,IND000000ACB,899,2.039087947882736,0.985539488320356,1008.0,481.0,0.28512516279569655,644.1781931034483,1,0.2499108937627321,0.17901731776077326,0.985539488320356,0.050351558994406215,0.39613871492481584
IND472001AAA,IND485001AAC,155,2.5211267605633805,1.0,250.0,100.0,0.5089656526224582,138.32966580645163,1,0.3234039577954718,0.02919855014095852,1.0,0.08988057677150393,0.3956492783305787
IND121004AAB,IND110037AAM,110,2.403985507246377,1.0,47.5,22.0,1.0412087912087913,22.59103818181818,1,0.30554425562122906,0.02013693113169553,1.0,0.1838718314511213,0.39563911817652764
IND271001AAA,IND271201AAA,25,2.5652173913043477,1.0,52.0,22.0,0.7111111111111112,29.396708,1,0.33012614584972827,0.0030205396697543293,1.0,0.12557836955395257,0.39536343021272513
IND600119AAA,IND600016AAC,18,2.321428571428571,1.0,47.5,19.0,1.5690497796214673,17.198844444444447,1,0.29295738084933287,0.0016109544905356424,1.0,0.277085690260105,0.3952942599883775
IND741156AAA,IND742101AAC,38,2.5753676470588234,1.0,63.0,24.0,0.6344696969696968,32.31802105263158,1,0.33167368388295004,0.005638340716874748,1.0,0.11204391104556309,0.39528344983695496
IND332001AAB,IND333031AAA,10,2.4404255319148938,1.0,172.0,68.0,1.1787179150656097,76.65822,1,0.3111000096307971,0.0,1.0,0.20815519772527535,0.3952555236248464
IND742226AAA,IND742101AAC,17,2.526315789473684,1.0,58.0,20.0,0.840840840840841,26.226947058823527,1,0.3241950925006876,0.001409585179218687,1.0,0.14848793697257906,0.39487922699233763
IND395023AAA,IND421302AAG,30,2.550820707070707,1.0,305.5,125.0,0.71906836385515,154.78090666666668,1,0.3279311847627607,0.004027386226339106,1.0,0.1269835772776285,0.3948776781894519
IND713205AAB,IND722101AAA,10,2.343225083986562,1.0,60.0,28.0,1.4729323308270676,31.140320000000003,1,0.2962805416633068,0.0,1.0,0.2601118695495462,0.3945234036202774
IND562132AAA,IND302014AAA,978,1.93349450394801,0.9969325153374233,1458.5,735.0,0.1687181169795311,968.0544515337424,1,0.23381180478403263,0.19492549335481274,0.9969325153374233,0.029794705375081713,0.39446869462418027
IND110037AAM,IND110024AAA,36,2.6243478260869564,1.0,54.5,23.0,0.4166666666666665,19.87132777777778,1,0.33914134694027004,0.005235602094240838,1.0,0.07358107591051904,0.39432354689072013
IND781018AAB,IND785001AAA,24,2.5484329929055898,1.0,331.0,118.5,0.7105771490023134,169.88099583333334,1,0.3275671467944216,0.002819170358437374,1.0,0.12548407473844667,0.39428005878122263
IND501359AAE,IND462022AAA,614,2.164803946053946,1.0,730.0,324.0,0.3430920001070805,454.70013403908797,1,0.26907792691542887,0.121627064035441,1.0,0.06058818841001018,0.39409675561603286
IND788026AAC,IND788151AAA,16,2.5852272727272725,1.0,57.5,22.0,0.5898268398268396,30.25228125,1,0.33317691159310175,0.0012082158679017317,1.0,0.10416022434086461,0.3939888410383026
IND600076AAB,IND600032AAB,32,2.5409356725146197,1.0,34.5,15.0,0.6957070707070709,15.463909375,1,0.326424083138399,0.004430124848973017,1.0,0.12285809947483643,0.3939629744150865
IND333031AAA,IND331023AAA,10,2.666256157635468,1.0,63.0,24.5,0.3252819548872181,33.943580000000004,1,0.34553081520086953,0.0,1.0,0.057443030915708244,0.39395662917191865
IND421302AAG,IND400072AAA,83,2.4166666666666665,1.0,44.0,19.0,0.9722222222222223,22.049114457831326,1,0.30747766271785254,0.014699959726137737,1.0,0.1716891771245445,0.3938349727311299
IND160002AAC,IND000000ACB,716,2.075716625716626,1.0,276.0,131.0,0.3445264032086528,160.70190768156425,1,0.2554954103922345,0.14216673378977043,1.0,0.06084149622641756,0.3938239972269782
IND410401AAA,IND421302AAG,33,2.5074626865671643,1.0,126.0,63.0,0.7828106852497094,63.469433333333335,1,0.32132069263354945,0.004631494160289972,1.0,0.13824012589181836,0.3935101631826741
IND425508AAB,IND450331AAA,48,2.5753676470588234,1.0,38.0,15.5,0.48541666666666616,19.32603333333333,1,0.33167368388295004,0.0076520338300443014,1.0,0.08572195343575463,0.39315467735426657
IND262122AAB,IND244901AAB,40,2.5966202270381835,1.0,168.0,70.5,0.421401189892745,84.18714,1,0.33491391512615254,0.006041079339508659,1.0,0.07441716706147472,0.39291755259148564
IND273014AAB,IND209304AAA,45,2.4444444444444446,1.0,382.0,150.0,0.9187128509940561,212.42290444444444,1,0.3117127449295041,0.007047925896093436,1.0,0.1622397120695113,0.39267105065277613
IND581110AAE,IND577002AAA,25,2.327272727272727,1.0,91.0,41.0,1.375,45.257256,1,0.2938483981458102,0.0030205396697543293,1.0,0.24281755050471293,0.39257624922623396
IND342902AAA,IND302014AAA,50,2.5259216589861753,1.0,266.0,106.0,0.6114614961426854,144.697238,1,0.3241350022000858,0.008054772452678213,1.0,0.10798078743368279,0.3924657727365722
IND792110AAA,IND786001AAB,26,2.4913461538461537,1.0,127.5,54.0,0.7933976154564393,77.60256153846154,1,0.3188635183561004,0.003221908981071285,1.0,0.1401097204083002,0.392361856628538
IND562132AAA,IND751002AAB,818,1.9902325518012032,1.0,1024.0,493.0,0.26408341862170226,707.6475765281174,1,0.2424622554827608,0.16270640354409988,1.0,0.04663570097355086,0.39232507317648435
IND125001AAA,IND110037AAM,77,2.146067415730337,0.987012987012987,188.0,89.0,2.0212121212121215,113.92327532467532,1,0.26622130004929184,0.013491743858236005,0.987012987012987,0.3569351100532089,0.39230821374284336
IND000000ACB,IND821115AAB,665,2.1115537848605577,1.0,689.0,320.0,0.2681928566708518,457.8754646616541,1,0.26095924973967183,0.13189689891260573,1.0,0.047361405468856574,0.39209406517090584
IND792130AAB,IND786001AAB,86,2.398148148148148,1.0,102.5,45.0,0.9166053921568629,56.75287325581396,1,0.3046542745767515,0.015304067660088603,1.0,0.16186754625668454,0.3918744813713912
IND784001AAA,IND791111AAC,15,2.588235294117647,1.0,178.0,71.0,0.45914360845379143,103.57920666666665,1,0.3336355234368769,0.0010068465565847766,1.0,0.08108227369792337,0.39181414838368933
IND832109AAB,IND834002AAB,106,2.5485849056603773,1.0,141.0,53.0,0.3307239583863564,77.4508641509434,1,0.32759030786262044,0.019331453886427707,1.0,0.058404059249889215,0.391709392541644
IND210431AAA,IND209304AAA,25,2.246376811594203,1.0,139.0,50.0,1.604481792717087,75.042708,1,0.2815147674203365,0.0030205396697543293,1.0,0.2833427918087081,0.391695321066444
IND503111AAC,IND501359AAE,78,2.4155172413793102,1.0,175.0,68.5,0.8624962694455154,89.30739102564102,1,0.3073024179366807,0.01369311316955296,1.0,0.15231216833906394,0.3915754623009669
IND110037AAM,IND421302AAG,815,1.9971014492753623,1.0,1048.0,537.0,0.19935687404522984,701.0337603680981,1,0.24350950792099368,0.16210229561014902,1.0,0.03520534387777403,0.3914499114587121
IND712311AAA,IND700026AAC,85,2.3333333333333335,1.0,70.0,31.0,1.1166666666666665,25.147762352941175,1,0.2947724160828979,0.015102698348771646,1.0,0.19719728344019108,0.3914043693643712
IND411036AAA,IND411033AAA,99,2.260869565217391,1.0,50.0,24.0,1.3162325052226875,21.115815151515154,1,0.2837243755307633,0.01792186870720902,1.0,0.2324395293184398,0.39121417032095157
IND560064AAD,IND560043AAC,82,2.4641025641025642,1.0,33.0,14.0,0.6471028971028967,13.112882926829268,1,0.3147098800331345,0.01449859041482078,1.0,0.11427486574474813,0.39093608619143383
IND421302AAG,IND000000AFT,100,2.3,1.0,40.0,18.0,1.1622009569377991,19.329697,1,0.28969031742891593,0.018123238018525976,1.0,0.20523839240572345,0.3909307757167702
IND421302AAG,IND400102AAB,98,2.2188328912466844,1.0,48.5,24.0,1.444174280381177,24.8970806122449,1,0.2773153398046312,0.017720499395892066,1.0,0.2550333536465919,0.3908595961354847
IND246763AAA,IND246761AAA,22,2.5789473684210527,1.0,66.5,26.0,0.40722147415256726,35.84115454545454,1,0.33221945879644854,0.0024164317358034634,1.0,0.07191310608483248,0.39068320206101353
IND000000ACB,IND411033AAA,1120,1.7577352472089314,0.9910714285714286,926.0,567.0,0.2301075122341063,706.7954499107143,1,0.20701502832107682,0.22351993556182037,0.9910714285714286,0.04063573998066833,0.39051742635980985
IND209206AAB,IND210301AAA,44,2.2,1.0,29.5,13.0,1.6425245098039216,17.926472727272728,1,0.2744440214669704,0.00684655658477648,1.0,0.2900609295378492,0.3904953406867672
IND302014AAB,IND302006AAC,45,2.357142857142857,1.0,37.0,16.0,1.0833333333333335,16.827213333333333,1,0.29840248655002777,0.007047925896093436,1.0,0.1913107973673496,0.3902540558307694
IND757037AAA,IND756100AAC,59,2.347826086956522,1.0,219.0,105.0,1.07536717752235,118.78926101694914,1,0.2969820241933248,0.00986709625453081,1.0,0.1899040174102864,0.39024998548199125
IND786181AAC,IND792121AAB,44,2.4833333333333334,1.0,44.0,18.5,0.6424242424242426,26.748902272727275,1,0.3176418600258163,0.00684655658477648,1.0,0.11344864067658215,0.39011324722417884
IND421302AAG,IND421401AAC,49,2.4838709677419355,1.0,54.0,22.0,0.6190476190476191,29.781697959183674,1,0.31772382935894505,0.007853403141361256,1.0,0.10932045563848548,0.38998492809276686
IND600044AAD,IND600032AAB,12,2.3301282051282053,1.0,29.0,11.0,1.251923076923077,10.776016666666665,1,0.2942837527507842,0.0004027386226339106,1.0,0.22108283269729806,0.389922469025702
IND621802AAA,IND608301AAA,10,2.5555555555555554,1.0,44.0,17.0,0.4650735294117645,24.25659,1,0.32865307377611036,0.0,1.0,0.08212946561188816,0.38967417607163296
IND563125AAB,IND560300AAB,32,2.0879227053140097,1.0,70.0,44.5,2.0111779216774592,39.618734375,1,0.2573563854130023,0.004430124848973017,1.0,0.35516312477882184,0.3895663978553264
IND843126AAA,IND842001AAA,31,2.5,1.0,38.0,17.0,0.5903361344537816,20.654506451612903,1,0.32018290935280724,0.004228755537656061,1.0,0.10425016301271864,0.3895553689268088
IND611001AAA,IND610001AAA,12,2.5441176470588234,1.0,42.0,17.0,0.49172794117647056,23.871558333333336,1,0.32690921639484205,0.0004027386226339106,1.0,0.08683649032086993,0.3895480202456823
IND416510AAA,IND416602AAC,12,2.5375,1.0,72.0,32.5,0.5109649122807021,41.010241666666666,1,0.32590027033853686,0.0004027386226339106,1.0,0.09023363519553133,0.3894841563106264
IND600044AAD,IND603001AAA,48,2.3918269230769234,1.0,44.0,19.0,0.911111111111111,25.678595833333333,1,0.3036905218939719,0.0076520338300443014,1.0,0.16089728599100167,0.3894789458142
IND501359AAE,IND500039AAD,18,2.443548387096774,1.0,55.5,21.0,0.8072344322344325,25.083244444444446,1,0.3115761293742895,0.0016109544905356424,1.0,0.14255322728598369,0.3892885131009481
IND000000ACB,IND751002AAB,853,1.930795847750865,0.9882766705744431,1263.0,642.0,0.3514767580784084,881.8475364595545,1,0.23340035967322054,0.1697543294401933,0.9882766705744431,0.06206889124068123,0.3890747829970154
IND421302AAG,IND562132AAA,1131,1.7018633540372672,0.9991158267020336,593.0,350.0,0.1938486755287343,489.47423421750665,1,0.19849663412858282,0.2257349979863069,0.9991158267020336,0.03423262586216011,0.38903462240973424
IND845455AAB,IND842001AAA,119,2.359550561797753,1.0,172.0,71.0,0.7885929756517993,99.75193361344539,1,0.2987695723276027,0.021949254933548126,1.0,0.1392612470494492,0.38892126736937305
IND382430AAB,IND380015AAB,69,2.5,1.0,26.0,11.0,0.4444444444444442,13.636175362318841,1,0.32018290935280724,0.011880789367700362,1.0,0.0784864809712203,0.38889200918017003
IND413002AAA,IND421302AAG,143,2.3949275362318843,1.0,471.0,183.0,0.5743696507055285,227.46140909090911,1,0.3041632505522122,0.026782118405155056,1.0,0.10143056848622835,0.3885038866707965
IND416012AAA,IND415612AAA,49,2.5121951219512195,1.0,154.0,60.0,0.4295532646048108,85.59655306122448,1,0.32204221373841035,0.007853403141361256,1.0,0.07585677928919488,0.38836591420962396
IND000000AAL,IND411033AAA,37,2.4166666666666665,1.0,52.0,25.0,0.7934782608695652,20.91134054054054,1,0.30747766271785254,0.005436971405557793,1.0,0.1401239619513363,0.3883627041336641
IND174001AAA,IND175018AAA,16,2.5284900284900287,1.0,68.0,26.5,0.4633699633699635,38.0305,1,0.3245265834160396,0.0012082158679017317,1.0,0.08182862507851134,0.3882955498412424
IND160002AAC,IND174001AAA,76,2.3985826001955033,1.0,220.0,92.0,0.7397148689031039,116.3153644736842,1,0.304720512421704,0.013290374546919049,1.0,0.13062963821015747,0.38827376242642714
IND245304AAA,IND201007AAA,52,2.519230769230769,1.0,75.5,29.0,0.38527568922305777,23.67288269230769,1,0.3231148893454891,0.008457511075312122,1.0,0.06803759936447848,0.3881640934434715
IND415605AAA,IND415709AAA,32,2.488095238095238,1.0,55.5,23.0,0.5485389610389615,32.111134375,1,0.3183678741192423,0.004430124848973017,1.0,0.0968690086370042,0.3881415817236406
IND560300AAA,IND560099AAB,422,2.4235880398671092,0.8649289099526066,88.0,40.0,1.5665561450044208,35.66413412322275,1,0.3085329157606228,0.08296415626258558,0.8649289099526066,0.276645327896785,0.3880509656477257
IND854105AAB,IND853204AAA,15,2.4166666666666665,1.0,86.0,36.0,0.834034490989378,49.51720666666667,1,0.30747766271785254,0.0010068465565847766,1.0,0.14728597246435332,0.3879713739727226
IND209304AAA,IND282001AAA,99,2.3941176470588235,1.0,253.0,103.0,0.6695100074654854,147.17785757575757,1,0.3040397724519236,0.01792186870720902,1.0,0.11823184003720817,0.38791956016129253
IND110078AAA,IND110043AAA,28,2.3380681818181817,1.0,42.0,18.5,1.0589285714285712,15.91565,1,0.2954943050962475,0.003624647603705195,1.0,0.1870010486354477,0.38780398880297007
IND242221AAA,IND207247AAB,15,2.422222222222222,1.0,125.0,54.0,0.7937016687016687,54.789139999999996,1,0.30832467916018286,0.0010068465565847766,1.0,0.14016341456410353,0.3875979247596297
IND412105AAC,IND411017AAA,66,2.376470588235294,1.0,32.0,13.5,0.7999999999999998,15.138227272727274,1,0.3013492496351097,0.011276681433749497,1.0,0.14127566574819658,0.38748643678730094
IND534260AAC,IND533106AAA,12,2.534344335414808,1.0,131.0,47.5,0.4085996240601504,54.77266666666666,1,0.32541914837631214,0.0004027386226339106,1.0,0.07215647989195074,0.3874839919953784
IND341510AAB,IND305001AAC,42,2.4825581395348837,1.0,105.5,42.5,0.48978831246273113,54.846295238095244,1,0.31752367168502604,0.00644381796214257,1.0,0.08649396239857261,0.3872698194044033
IND731204AAB,IND731301AAA,13,2.4285714285714284,1.0,51.0,21.0,0.75,19.68196923076923,1,0.30929269795141745,0.0006041079339508659,1.0,0.13244593663893434,0.3871126998279481
IND401104AAA,IND401208AAA,74,2.3636363636363638,1.0,38.0,16.0,0.7945075757575757,19.408014864864864,1,0.2993925057683359,0.01288763592428514,1.0,0.14030573338392158,0.3870094846267978
IND501359AAE,IND411033AAA,480,2.1812332827297043,1.0,495.0,235.0,0.26309992482616673,312.11016062500005,1,0.2715827922095995,0.09464357631896898,1.0,0.04646202129764648,0.3869402130933467
IND713148AAA,IND713128AAB,34,2.46,1.0,72.5,33.0,0.5699472096530922,35.235044117647064,1,0.314084390968029,0.004832863471606927,1.0,0.10064958935633449,0.3869069311907468
IND313001AAB,IND327001AAB,56,2.1923610041583244,1.0,256.5,81.0,1.4303998650303962,124.92578214285716,1,0.27327935755242777,0.009262988320579944,1.0,0.2526008665228747,0.3868875767534036
IND501359AAE,IND533106AAA,204,2.3710393700787398,1.0,384.5,163.0,0.3883958057533037,230.1704617647059,1,0.3005211900406225,0.039065646395489324,1.0,0.06858859503950654,0.386833747119072
IND244901AAB,IND244921AAB,15,2.1818181818181817,1.0,48.0,22.0,1.5770750988142295,20.056500000000003,1,0.2716719676557075,0.0010068465565847766,1.0,0.278502918149854,0.38677079051641455
IND245101AAA,IND201007AAA,10,2.541666666666667,1.0,85.5,32.0,0.3463839285714285,28.911760000000005,1,0.3265355326702846,0.0,1.0,0.061169525141755436,0.38673116558228937
IND500080AAB,IND501359AAE,61,2.1,0.9836065573770492,39.0,20.0,1.9494949494949494,20.8481737704918,1,0.25919772550502473,0.01026983487716472,0.9836065573770492,0.34427024607830736,0.38657521287339414
IND395023AAD,IND395004AAB,34,2.485294117647059,1.0,33.5,13.0,0.46040723981900467,13.851782352941177,1,0.3179408070054623,0.004832863471606927,1.0,0.08130542415089938,0.38651508108517657
IND262802AAA,IND262723AAB,63,2.4782608695652173,1.0,144.0,56.0,0.39980158730158744,71.09305238095237,1,0.31686849718716686,0.01067257349979863,1.0,0.0706027942665219,0.38647582167646866
IND462022AAA,IND462011AAA,49,2.3636363636363638,1.0,28.0,12.0,0.8257575757575757,12.879177551020408,1,0.2993925057683359,0.007853403141361256,1.0,0.1458243140772105,0.38630278450039574
IND160002AAC,IND173212AAA,56,2.3904761904761904,1.0,150.5,63.0,0.7123070894622621,74.0047375,1,0.3034845852040096,0.009262988320579944,1.0,0.12578957285117665,0.3862885384468665
IND000000ACB,IND600056AAB,1015,1.7717842323651452,1.0,1415.0,831.0,0.11410027061275985,1117.7386109359607,1,0.20915697817764298,0.20237615787354007,1.0,0.0201494896160838,0.3862717797010506
IND834002AAB,IND826004AAA,287,2.338582677165354,0.9965156794425087,186.0,72.0,0.2726319076146897,94.64924355400697,1,0.2955727465795879,0.05577929923479662,0.9965156794425087,0.04814531781558265,0.38611737508271976
IND462022AAA,IND842003AAB,96,2.3772916830592496,1.0,311.5,128.5,0.6328197031864926,169.54830729166667,1,0.3014744361820982,0.017317760773258157,1.0,0.1117525310828099,0.3860944677744348
IND742102AAB,IND742303AAB,47,2.4285714285714284,1.0,46.0,16.0,0.5827067669172936,24.383836170212767,1,0.30929269795141745,0.007450664518727346,1.0,0.10290285804027485,0.3858700311142763
IND421302AAN,IND400072AAB,48,2.473684210526316,1.0,45.5,18.5,0.41489898989898943,21.2852875,1,0.3161707262049268,0.0076520338300443014,1.0,0.07326891377029254,0.38570819031651105
IND282001AAA,IND110037AAM,82,2.300943396226415,0.9878048780487805,220.0,85.0,1.0834340829871554,123.22194634146341,1,0.289834150409689,0.01449859041482078,0.9878048780487805,0.1913285892103716,0.3856423862008131
IND854326AAB,IND854105AAB,22,2.3625,1.0,41.0,19.0,0.8666666666666667,26.863540909090908,1,0.299219252405132,0.0024164317358034634,1.0,0.15304863789387968,0.3855966726853916
IND421302AAG,IND712311AAA,667,2.029187817258883,1.0,1493.0,734.0,0.1757872189688645,1019.6748611694153,1,0.24840149054720026,0.13229963753523963,1.0,0.03104307048731294,0.3855398126514213
IND365560AAB,IND364290AAA,22,2.5277777777777777,1.0,66.5,26.5,0.28486899023606504,33.179004545454546,1,0.3244179915644588,0.0024164317358034634,1.0,0.050306320308270765,0.38540193659056143
IND411033AAA,IND403726AAA,335,2.2467532467532467,1.0,533.0,232.0,0.3609901105163722,288.2006047761194,1,0.2815721598387891,0.06544502617801047,1.0,0.06374889773964444,0.3853650102539827
IND583231AAA,IND583201AAA,45,2.2777777777777777,1.0,41.0,17.0,1.0666666666666664,22.621579999999998,1,0.2863022516595947,0.007047925896093436,1.0,0.18836755433092878,0.38511963757095413
IND521333AAA,IND521225AAB,49,2.4,1.0,140.0,66.0,0.6175643521522822,70.07271224489796,1,0.3049366133908616,0.007853403141361256,1.0,0.10905851874083426,0.3848438480157684
IND635802AAB,IND635601AAB,50,2.3592375366568916,1.0,49.5,22.0,0.7460622710622711,28.923362,1,0.2987218475881917,0.008054772452678213,1.0,0.13175055504241734,0.384677487652688
IND474003AAA,IND476111AAA,23,2.4038461538461537,1.0,125.0,51.0,0.6602378656380585,53.11526956521739,1,0.30552300938939797,0.002617801047120419,1.0,0.11659443002523137,0.38452309702006243
