source_center,destination_center,trip_count,median_actual_time,median_osrm_time,weight,delay_ratio_iqr,pct_sla_breach,avg_osrm_distance,pct_ftl,delay_Carting_afternoon,delay_Carting_eve_peak,delay_Carting_morn_peak,delay_Carting_night,delay_FTL_afternoon,delay_FTL_eve_peak,delay_FTL_morn_peak,delay_FTL_night,is_chronic_delay
IND000000AAL,IND411033AAA,37,52.0,25.0,2.4166666666666665,0.7934782608695652,1.0,20.91134054054054,0.0,2.5416666666666665,1.98,2.658974358974359,2.123333333333333,,,,,1
IND000000AAS,IND783370AAC,18,47.0,26.0,1.7112794612794613,0.5743616287094548,1.0,36.86171111111111,1.0,,,,,,,1.6594202898550725,1.7537037037037035,1
IND000000ABA,IND683565AAA,13,22.0,21.0,1.0952380952380953,0.6923076923076923,0.38461538461538464,16.65936153846154,0.0,0.9047619047619048,1.0952380952380953,,,,,,,0
IND000000ABD,IND562132AAA,144,303.5,188.5,1.6409012020312401,0.20963734023967895,1.0,219.22347986111112,1.0,,,,,1.6059782608695652,1.7108108108108109,,,1
IND000000ABG,IND501359AAF,41,45.0,21.0,2.3333333333333335,5.064163157894731,0.975609756097561,24.41517317073171,0.0,2.3333333333333335,,,,,,,,1
IND000000ACA,IND142001AAB,36,69.0,42.0,1.519091847265222,0.26860297049441795,1.0,54.0627,1.0,,,,,1.519091847265222,,,,1
IND000000ACA,IND142401AAA,24,33.0,18.0,1.6842105263157894,0.7516447368421053,0.9583333333333334,27.14565416666667,1.0,,,,,,1.7130730050933787,,1.5921052631578947,1
IND000000ACA,IND144001AAB,51,58.0,36.0,1.5769230769230769,0.10655256905256927,1.0,49.27319019607843,1.0,,,,,1.5675324675324676,1.6216216216216217,,,1
IND000000ACA,IND144514AAA,24,55.0,47.0,1.2487179487179487,0.7786418330773168,0.5416666666666666,52.985458333333334,1.0,,,,,,1.2487179487179487,,,1
IND000000ACA,IND160002AAC,303,81.0,47.0,1.9361702127659575,0.5081699346405228,0.9900990099009901,59.22342508250826,0.966996699669967,,2.2953216374269005,,,2.185299295774648,1.9368351063829787,1.7058823529411764,,1
IND000000ACB,IND000000AEL,138,70.0,44.5,1.6229096989966556,0.8007800819869788,0.9782608695652174,38.41290942028986,0.0,1.895804195804196,1.496031746031746,,2.8558441558441556,,,,,1
IND000000ACB,IND110024AAA,36,92.0,46.0,2.098148148148148,0.6497539707615365,1.0,40.36853611111111,0.0,2.098148148148148,,,,,,,,1
IND000000ACB,IND110030AAD,135,60.0,36.0,1.6734693877551021,0.5198079231692676,0.9259259259259259,34.47943925925926,0.0,1.6111111111111112,1.8780487804878048,,2.1702127659574466,,,,,1
IND000000ACB,IND110037AAK,158,42.0,30.0,1.5384615384615385,0.5778409090909091,0.879746835443038,26.84509746835443,0.0,,1.5384615384615385,,,,,,,1
IND000000ACB,IND110043AAA,67,50.0,30.0,1.7142857142857142,0.8064538483893322,0.9104477611940298,26.14347462686567,0.0,1.6756756756756757,2.302083333333333,,1.4871794871794872,,,,,1
IND000000ACB,IND110043AAC,45,75.0,41.0,1.8,0.22323232323232323,1.0,36.067613333333334,0.0,2.163986013986014,1.7777777777777777,,,,,,,1
IND000000ACB,IND110052AAA,14,64.0,48.5,1.3333333333333333,0.13595274240334665,1.0,43.0432,0.0,,1.3333333333333333,,,,,,,1
IND000000ACB,IND110064AAA,286,59.0,44.0,1.4555335968379448,0.5287962944496518,0.7867132867132867,37.888564335664334,0.0,1.4932432432432432,1.1709526592635884,,1.9409722222222223,,,,,1
IND000000ACB,IND110085AAB,165,69.0,46.0,1.5454545454545454,0.32167832167832167,0.9454545454545454,42.12773393939394,0.0,1.5155555555555555,1.4492753623188406,,1.7522296544035676,,,,,1
IND000000ACB,IND110092AAC,35,76.0,49.0,1.627906976744186,0.502386476732553,0.9428571428571428,45.10216571428572,0.0,1.7973395931142409,1.3488372093023255,,,,,,,1
IND000000ACB,IND110095AAB,266,72.0,50.0,2.0,2.240993904252156,0.5714285714285714,44.59084398496241,0.0,,0.9663841807909604,,3.1589473684210527,,,,,1
IND000000ACB,IND121002AAB,341,71.0,45.0,1.6,0.4615384615384617,0.9354838709677419,46.2065137829912,0.0,1.7303030303030305,1.467330538085255,,1.7407407407407407,,,,,1
IND000000ACB,IND121004AAB,185,66.0,43.0,1.5806451612903225,0.32878787878787863,0.9513513513513514,45.82155405405405,0.0,,1.4838709677419355,,1.653010033444816,,,,,1
IND000000ACB,IND122001AAA,224,38.0,29.0,1.3944444444444444,0.5852607870071105,0.7232142857142857,25.963546428571426,0.0,1.55,1.2,1.5416666666666667,1.5857142857142859,,,,,1
IND000000ACB,IND124103AAA,29,76.0,46.0,1.9565217391304348,0.7355811889973383,1.0,38.993448275862065,1.0,,,,,,1.9565217391304348,,,1
IND000000ACB,IND124112AAA,35,119.0,58.0,1.9634146341463414,0.4333798304540357,0.9714285714285714,79.85630285714286,1.0,,,,,,,,1.9634146341463414,1
IND000000ACB,IND125001AAA,105,172.0,85.0,2.1875,0.857142857142857,0.9904761904761905,101.36058857142858,1.0,,,,,1.5358265241986173,,1.7692307692307692,2.453747628083492,1
IND000000ACB,IND125005AAA,28,152.0,86.0,1.7626641651031894,0.3503994120036362,1.0,101.42445714285714,1.0,,,,,1.7626641651031894,,,,1
IND000000ACB,IND125033AAA,12,143.0,75.0,2.264397689768977,0.580826991407438,1.0,92.25164166666667,1.0,,,,,,,,2.264397689768977,1
IND000000ACB,IND127021AAA,10,144.0,71.0,2.0081092616303886,0.1979400074690565,1.0,84.32404,1.0,,,,,,2.0081092616303886,,,1
IND000000ACB,IND131028AAB,741,108.0,57.0,1.75,0.8265870862723821,0.9001349527665317,61.92919001349527,0.0,1.41875,2.090909090909091,1.701007326007326,1.7238136324417601,,,,,1
IND000000ACB,IND160002AAC,656,215.5,110.5,1.8590322580645162,0.4423625480791551,0.9710365853658537,156.76504710365853,1.0,,,,,1.7708172841235381,1.7979591836734694,2.0588235294117645,1.8563049853372435,1
IND000000ACB,IND201001AAC,36,68.0,45.0,1.5454545454545454,0.18937728937728937,0.9166666666666666,62.23936944444444,0.0,1.588235294117647,1.52,,,,,,,1
IND000000ACB,IND201007AAA,63,82.0,53.0,1.5625,0.6541329130528744,0.6984126984126984,46.03714603174603,0.0,1.6097883597883598,1.0980392156862746,,1.7549107142857143,,,,,1
IND000000ACB,IND201301AAF,62,73.0,55.0,1.4010741510741511,0.5802669552669555,0.6129032258064516,47.43174516129032,0.0,1.4546703296703298,1.0454545454545454,,1.5972222222222223,,,,,1
IND000000ACB,IND201301AAM,304,106.0,60.0,1.9852941176470589,0.8759469696969697,0.9868421052631579,57.187352302631574,0.0,1.8590653290922439,1.6825396825396826,,2.3846153846153846,,,,,1
IND000000ACB,IND209304AAA,269,411.0,171.0,2.303448275862069,0.40117196303808855,0.9776951672862454,239.53979776951672,1.0,,,,,,2.3062200956937797,,2.2930102915951975,1
IND000000ACB,IND282002AAD,72,159.0,78.0,1.9532710280373833,0.39447645245609686,1.0,110.80058055555556,1.0,,,,,,,1.9532710280373833,,1
IND000000ACB,IND301001AAB,24,77.5,86.5,1.0227272727272727,0.4154552022603246,0.25,83.3882,1.0,,,,,0.9871794871794872,,1.0657380254154447,,0
IND000000ACB,IND302014AAA,270,191.0,90.0,2.029827662395051,0.40301448174751364,1.0,126.92779777777778,1.0,,,,,2.0,,1.9800159077351362,2.078132927447996,1
IND000000ACB,IND302022AAD,180,156.0,89.0,1.7249096748293857,0.16663646248640807,1.0,127.16269277777778,1.0,,,,,1.8629032258064515,1.719626168224299,,,1
IND000000ACB,IND328001AAA,50,212.0,121.0,1.7418941784424018,0.2623484210404865,0.88,146.521884,1.0,,,,,,,1.7418941784424018,,1
IND000000ACB,IND382430AAB,557,673.0,357.0,1.8881278538812785,0.2074687349382307,1.0,482.113208438061,1.0,,,,,1.9080834419817472,1.887218045112782,,,1
IND000000ACB,IND390022AAA,385,691.0,376.0,1.7955271565495208,0.16547845587923082,0.9376623376623376,485.213554025974,1.0,,,,,,1.7955271565495208,,,1
IND000000ACB,IND411033AAA,1120,926.0,567.0,1.7577352472089314,0.2301075122341063,0.9910714285714286,706.7954499107143,1.0,,,,,,1.7577352472089314,,,1
IND000000ACB,IND421302AAG,1617,947.0,514.0,1.8706467661691542,0.1638508292984444,1.0,674.0505580086581,1.0,,,,,1.837313432835821,1.8760504201680672,1.9152,,1
IND000000ACB,IND462022AAA,458,520.5,327.0,1.7523526385862986,0.2846814334975387,1.0,409.5699323144105,1.0,,,,,,1.688799486463136,,1.7638251783893986,1
IND000000ACB,IND474003AAA,13,351.0,158.0,2.1970443349753697,0.07104027674820834,1.0,182.0915230769231,1.0,,,,,,,2.1970443349753697,,1
IND000000ACB,IND501359AAE,1639,1085.0,584.0,1.8243243243243243,0.3345745734043608,0.9987797437461867,799.9372946918853,1.0,,,,,2.0430115656361103,1.8121951219512196,,,1
IND000000ACB,IND521225AAB,686,1340.5,678.0,1.9303796518607443,0.09900808649421977,1.0,898.6706897959184,1.0,,,,,,,,1.9303796518607443,1
IND000000ACB,IND562132AAA,4976,1284.0,786.0,1.6844001999514844,0.19338857375871576,0.9969855305466238,1033.9525609927653,1.0,,,,,1.6816239316239316,1.686131386861314,1.7228260869565217,1.6571428571428573,1
IND000000ACB,IND600056AAB,1015,1415.0,831.0,1.7717842323651452,0.11410027061275985,1.0,1117.7386109359607,1.0,,,,,,,1.7755156150748665,1.7685950413223142,1
IND000000ACB,IND712311AAA,2862,1122.0,513.0,2.026579314094646,0.47852810327195616,0.9989517819706499,725.6915826694619,1.0,,,,,2.2170900692840645,1.987987987987988,,,1
IND000000ACB,IND751002AAB,853,1263.0,642.0,1.930795847750865,0.3514767580784084,0.9882766705744431,881.8475364595545,1.0,,,,,,2.0549007444168734,,1.8974358974358974,1
IND000000ACB,IND821115AAB,665,689.0,320.0,2.1115537848605577,0.2681928566708518,1.0,457.8754646616541,1.0,,,,,,2.0,,2.1201503759398497,1
IND000000ACB,IND834002AAB,729,879.0,453.0,1.9363636363636363,0.20578143360752055,0.9972565157750343,630.255987654321,1.0,,,,,,1.921875,,1.9464328863114655,1
IND000000ACB,IND842001AAA,720,721.0,383.5,1.9097730209562336,0.1696409312811109,1.0,539.0070558333334,1.0,,,,,,,1.905502340342284,1.9099019607843137,1
IND000000ACK,IND501359AAF,94,47.5,20.0,2.486842105263158,1.147619047619048,0.9893617021276596,20.49332021276596,0.0,2.486842105263158,,,,,,,,1
IND000000ACN,IND501359AAF,32,32.5,17.0,2.2287581699346406,1.0694444444444442,1.0,16.918734375,0.0,2.4097222222222223,1.9087301587301586,,,,,,,1
IND000000ACT,IND000000ACB,314,48.0,30.0,1.5205254515599342,0.5645448079658606,0.8184713375796179,32.26735923566879,0.35987261146496813,1.5182926829268293,1.5174603174603174,2.0,1.6666666666666667,,1.255813953488372,,,1
IND000000ACT,IND131028AAB,175,52.0,39.0,1.3333333333333333,0.7438697318007661,0.6285714285714286,28.631361714285713,0.0,1.3056318681318682,1.1904761904761905,1.93,,,,,,1
IND000000ACT,IND160002AAC,210,156.0,93.0,1.7976190476190477,0.2467830599018872,0.9809523809523809,128.9404261904762,1.0,,,,,,1.7704126426690079,,1.8144163528778914,1
IND000000ADV,IND600044AAC,72,41.5,27.0,1.6666666666666667,0.3463963963963963,1.0,29.302237500000004,0.0,1.6666666666666667,1.7,,,,,,,1
IND000000AEL,IND000000ACB,102,56.0,38.0,1.7192118226600983,0.44461802499559955,0.9411764705882353,39.699786274509805,0.0,1.2301136363636362,1.675422138836773,1.7321428571428572,2.6904761904761907,,,,,1
IND000000AEM,IND110037AAB,51,64.0,33.0,2.076923076923077,2.176060498641143,0.9411764705882353,30.61346862745098,0.0,,1.8387096774193548,2.439473684210526,2.1009615384615383,,,,,1
IND000000AEM,IND110064AAB,66,75.5,42.0,1.9645989974937343,0.4708884111058025,1.0,37.09751060606061,0.0,,,1.4622507122507122,2.0,,,,,1
IND000000AET,IND000000AAS,24,106.0,45.0,2.4680272108843537,0.35668995859213215,1.0,53.50026666666667,1.0,,,,,,,2.46,2.5,1
IND000000AFJ,IND695121AAA,40,22.5,21.5,1.0769230769230769,0.15384615384615374,0.175,14.9063975,0.0,,1.0769230769230769,,,,,,,0
IND000000AFR,IND683511AAA,24,46.0,23.0,1.9045454545454545,0.8368330039525693,1.0,20.595691666666667,0.0,2.4449728260869565,1.8630434782608694,,,,,,,1
IND000000AFT,IND400072AAB,20,26.0,13.0,2.0,0.14912280701754366,1.0,17.356479999999998,0.0,,2.0,,,,,,,1
IND000000AFT,IND410209AAA,80,29.0,14.0,2.1666666666666665,0.3333333333333335,1.0,16.66705,0.0,,3.6523809523809527,2.25,2.1666666666666665,,,,,1
IND000000AFT,IND410210AAA,25,46.0,15.0,2.875,1.158730158730159,1.0,17.856872,0.0,,3.7142857142857144,,2.263157894736842,,,,,1
IND000000AFT,IND421302AAG,29,47.0,20.0,2.769230769230769,1.6277056277056277,1.0,20.104775862068966,0.0,3.2027972027972025,2.1818181818181817,3.7683982683982684,4.026223776223777,,,,,1
IND110014AAA,IND110024AAA,20,31.5,11.0,3.2857142857142856,0.9246482683982684,1.0,11.1759,0.0,,2.7272727272727275,3.2857142857142856,3.4545454545454546,,,,,1
IND110020AAB,IND110037AAM,11,63.0,23.0,2.739130434782609,3.9001959207459174,1.0,23.3702,0.0,,,2.739130434782609,,,,,,1
IND110024AAA,IND110014AAA,13,14.0,7.0,2.0,1.3194444444444444,1.0,9.667453846153846,0.0,,2.0,3.142857142857143,1.5555555555555556,,,,,1
IND110030AAD,IND000000ACB,34,56.0,31.5,1.6631205673758864,1.0249542124542126,0.9705882352941176,32.411976470588236,0.0,,1.610275038920602,1.8178861788617886,1.6792929292929295,,,,,1
IND110037AAK,IND000000ACB,177,54.0,30.0,1.8421052631578947,1.4929729729729728,0.9661016949152542,28.237905649717515,0.0,,1.542997542997543,1.531135531135531,2.5806451612903225,,,,,1
IND110037AAM,IND000000ACB,24,56.5,35.5,1.586993970714901,0.1589384452756546,0.9583333333333334,36.06767916666667,1.0,,,,,,,,1.586993970714901,1
IND110037AAM,IND110020AAB,26,64.0,23.5,3.217391304347826,1.661818181818182,1.0,21.85401153846154,0.0,,,3.217391304347826,,,,,,1
IND110037AAM,IND110024AAA,36,54.5,23.0,2.6243478260869564,0.4166666666666665,1.0,19.87132777777778,0.0,,,,2.6243478260869564,,,,,1
IND110037AAM,IND110035AAC,72,31.5,18.0,2.0513157894736844,1.1653846153846157,0.9305555555555556,15.540859722222223,0.0,,1.6171052631578946,2.7,2.6363636363636362,,,,,1
IND110037AAM,IND110085AAB,46,39.5,22.5,1.8660714285714286,0.3824916387959867,0.9782608695652174,17.40206086956522,0.0,,,,1.8660714285714286,,,,,1
IND110037AAM,IND121004AAB,138,38.0,22.0,1.9807692307692308,1.1465653911306084,0.9782608695652174,22.089798550724637,0.0,1.9038461538461537,1.5925925925925926,,2.7777777777777777,,,,,1
IND110037AAM,IND201001AAC,29,57.0,36.0,1.7755102040816326,0.6849489795918369,0.7931034482758621,27.82991034482759,0.0,,1.4864864864864864,,2.122448979591837,,,,,1
IND110037AAM,IND201007AAA,18,57.5,29.5,1.964705882352941,0.8795536635706913,0.8333333333333334,23.691294444444445,0.0,,,,1.964705882352941,,,,,1
IND110037AAM,IND201301AAF,15,53.0,27.0,1.962962962962963,0.5744600227358847,1.0,24.632073333333334,0.0,,,,1.962962962962963,,,,,1
IND110037AAM,IND202001AAB,152,132.0,92.5,1.6680790960451977,0.3572984749455339,0.993421052631579,92.96965197368421,1.0,,,,,1.5677966101694916,,1.7459935897435899,1.7446808510638299,1
IND110037AAM,IND209304AAA,449,311.0,171.0,1.9080459770114941,0.2503795272175233,1.0,239.75699777282853,1.0,,,,,2.107764390896921,1.9516129032258065,1.6947453954496208,1.9028923746486535,1
IND110037AAM,IND226004AAC,20,356.0,200.5,1.8646459304841114,0.22941489655935388,1.0,268.69797,1.0,,,,,,1.8646459304841114,,,1
IND110037AAM,IND282001AAA,32,145.0,77.5,1.9384941675503713,0.230760323728731,1.0,112.522121875,1.0,,,,,,,1.777597050531338,1.9610194902548725,1
IND110037AAM,IND421302AAG,815,1048.0,537.0,1.9971014492753623,0.19935687404522984,1.0,701.0337603680981,1.0,,,,,,2.0248756218905473,,1.9899139609497865,1
IND110037AAM,IND781018AAB,68,2050.5,697.5,2.84535054236484,0.4397995389571272,1.0,952.4862911764707,1.0,,,,,,,,2.84535054236484,1
IND110037AAM,IND811399AAA,22,51.5,35.5,1.534313725490196,1.2110303580891812,0.5909090909090909,31.340045454545454,1.0,,,,,,1.534313725490196,,,1
IND110043AAA,IND000000ACB,19,79.0,31.0,3.0,2.3156682027649773,0.9473684210526315,30.465863157894738,0.0,,1.3448275862068966,3.0,3.55,,,,,1
IND110043AAA,IND110078AAA,66,27.0,20.0,1.4472222222222222,0.5555946291560101,0.7878787878787878,16.66609696969697,0.0,,,1.4852941176470589,1.4201680672268908,,,,,1
IND110044AAB,IND000000ACB,453,54.0,38.0,1.5238095238095237,0.40000000000000013,0.8896247240618101,40.343918101545256,0.0,1.3051724137931036,1.5238095238095237,1.8571428571428572,,,,,,1
IND110044AAB,IND110030AAD,60,20.0,14.0,1.4666666666666666,0.41208791208791196,0.8333333333333334,12.667693333333334,0.0,,1.4666666666666666,,,,,,,1
IND110044AAB,IND131028AAB,200,51.0,38.0,1.2732780612244898,0.6615050405096172,0.595,29.27898,0.0,1.5714285714285714,1.2105263157894737,,,,,,,1
IND110044AAB,IND201007AAA,22,53.0,20.5,2.772727272727273,0.642094861660079,1.0,16.465700000000002,0.0,,2.772727272727273,,,,,,,1
IND110044AAB,IND201301AAF,24,21.5,14.0,1.5555555555555556,0.9416208791208791,0.875,12.3198625,0.0,1.282051282051282,1.7222222222222223,,,,,,,1
IND110052AAA,IND000000ACB,70,65.5,41.0,1.6481481481481481,0.38152877806693697,1.0,44.48126714285714,0.0,,1.646153846153846,,1.8870967741935485,,,,,1
IND110064AAA,IND000000ACB,231,46.0,32.0,1.3414634146341464,0.9692307692307693,0.8268398268398268,38.13099393939394,0.0,,1.3076923076923077,2.623170731707317,4.248680769230766,,,,,1
IND110078AAA,IND110043AAA,28,42.0,18.5,2.3380681818181817,1.0589285714285712,1.0,15.91565,0.0,,1.64375,2.414285714285714,2.335664335664336,,,,,1
IND110085AAB,IND000000ACB,49,120.0,41.0,2.85,2.8076923076923075,1.0,43.85456326530612,0.0,,1.875,4.5,1.6923076923076923,,,,,1
IND110092AAC,IND000000ACB,41,70.0,40.0,1.6,0.7037037037037037,1.0,43.40088536585366,0.0,,1.5151515151515151,2.632992327365729,1.4537037037037037,,,,,1
IND121001AAA,IND121004AAB,49,20.0,11.0,1.9090909090909092,1.1060606060606062,0.9795918367346939,11.621244897959185,0.0,,,1.9,2.0,,,,,1
IND121002AAB,IND000000ACB,163,82.0,37.0,1.75,1.1254476281693138,0.901840490797546,45.33727791411043,0.0,1.5452702702702703,2.0,1.8479262672811059,1.7620232172470978,,,,,1
IND121004AAA,IND121004AAB,20,26.5,12.0,2.2225274725274726,0.7202380952380953,0.95,13.967945,0.0,,2.7583333333333333,2.1830357142857144,2.107142857142857,,,,,1
IND121004AAB,IND000000ACB,189,75.0,46.0,1.8,0.27665441176470584,0.9947089947089947,45.860091534391536,0.0,,1.8153846153846154,1.78125,,,,,,1
IND121004AAB,IND110037AAM,110,47.5,22.0,2.403985507246377,1.0412087912087913,1.0,22.59103818181818,0.0,,1.8518518518518519,2.857142857142857,2.585714285714286,,,,,1
IND121004AAB,IND121001AAA,45,19.0,10.0,1.7,0.4545454545454546,1.0,11.772362222222222,0.0,,,1.6,1.9333333333333333,,,,,1
IND121004AAB,IND121004AAA,46,18.0,10.0,1.75,0.42708333333333326,1.0,13.735613043478262,0.0,,1.75,1.9583333333333335,1.5,,,,,1
IND121004AAB,IND121004AAC,18,20.0,11.0,2.1394230769230766,0.4065170940170939,1.0,14.058505555555556,0.0,,3.985576923076923,2.16025641025641,1.9230769230769231,,,,,1
IND121004AAB,IND121102AAA,205,42.0,21.0,2.0,0.5714285714285714,1.0,28.23858243902439,0.0,,1.5714285714285714,2.1481481481481484,1.7333333333333334,,,,,1
IND121004AAC,IND121004AAB,12,32.5,11.0,2.708333333333333,4.791648076923075,1.0,13.404708333333334,0.0,,1.9404761904761902,5.637254901960784,,,,,,1
IND121102AAA,IND121004AAB,52,92.0,21.0,3.9155172413793102,1.9114142562418421,1.0,28.254815384615384,0.0,,,,3.9155172413793102,,,,,1
IND122001AAA,IND000000ACB,80,42.0,31.0,1.6470588235294117,0.9681637806637808,0.8375,27.098014999999997,0.0,,1.6470588235294117,,,,,,,1
IND122001AAD,IND122050AAA,19,33.0,19.0,1.8333333333333333,1.301900584795322,0.8421052631578947,15.395242105263156,0.0,,1.105263157894737,2.513095238095238,1.2704678362573099,,,,,1
IND122001AAJ,IND507123AAA,26,38.5,51.0,0.747093023255814,0.07646989137566518,0.0,32.44807307692308,1.0,,,,,,0.747093023255814,,0.7367682437850842,0
IND122004AAA,IND122413AAE,171,44.0,30.0,1.5757575757575757,0.5742775979348869,0.9532163742690059,27.30792514619883,0.0,1.688235294117647,1.5135135135135136,,1.6036414565826331,,,,,1
IND123001AAA,IND123401AAB,26,58.5,29.5,1.6714285714285715,0.6179411764705882,1.0,33.89698076923077,1.0,,,,,,1.6714285714285715,,,1
IND123401AAB,IND123106AAB,30,83.0,46.0,1.97,0.258695652173913,1.0,42.582723333333334,1.0,,,,,,1.97,,,1
IND124001AAB,IND126102AAA,12,71.5,34.0,2.3014705882352944,0.7687908496732023,1.0,45.056025,1.0,,,,,,2.3014705882352944,,,1
IND124103AAA,IND127021AAA,27,78.0,46.0,1.8846153846153846,0.5617483811285846,1.0,50.688788888888894,1.0,,,,,,1.8846153846153846,,,1
IND124141AAA,IND000000ACB,39,129.0,72.0,1.8113207547169812,0.5846876122375679,0.8717948717948718,70.49170769230768,1.0,,,,,,1.8113207547169812,,,1
IND124507AAA,IND131028AAB,18,96.5,41.5,2.150974025974026,0.8474836932073773,1.0,38.54046666666667,1.0,,,,,,2.150974025974026,,,1
IND125001AAA,IND000000ACB,70,160.0,90.0,1.8910463861920173,0.3860783907872949,1.0,104.48607857142856,1.0,,,,,,1.8910463861920173,,,1
IND125001AAA,IND110037AAM,77,188.0,89.0,2.146067415730337,2.0212121212121215,0.987012987012987,113.92327532467532,1.0,,,,,,,2.539325842696629,2.106179775280899,1
IND125001AAA,IND125047AAB,14,61.0,29.5,2.0424603174603173,0.27010989010988995,1.0,36.503,1.0,,,,,,2.0424603174603173,,,1
IND125001AAA,IND335513AAA,51,167.0,95.0,1.6818181818181819,0.23825443459573692,1.0,107.63749803921569,1.0,,,,,1.793703277745831,1.6754966887417218,,,1
IND125001AAA,IND335523AAB,20,299.0,90.0,3.176470588235294,0.2116060325207063,0.9,82.451465,1.0,,,,,,3.176470588235294,,,1
IND125001AAA,IND335524AAA,30,193.5,105.0,1.8879233511586453,0.40120653866113143,0.8333333333333334,101.32219333333333,1.0,,,,,,1.8879233511586453,,,1
IND125005AAA,IND000000ACB,35,154.0,91.0,1.7755102040816326,0.17835345311622675,1.0,104.55771714285714,1.0,,,,,,1.7755102040816326,,,1
IND125005AAA,IND335513AAA,21,166.0,95.0,1.7321428571428572,0.17048908538270235,1.0,103.91807619047619,1.0,,,,,,1.7321428571428572,,,1
IND125005AAA,IND335524AAA,13,184.0,115.0,1.5555555555555556,0.31455399061032874,0.8461538461538461,106.5765,1.0,,,,,,1.5555555555555556,,,1
IND125047AAB,IND125051AAA,29,116.0,53.0,2.1551724137931036,0.6590909090909092,1.0,52.669541379310346,1.0,,,,,,2.1551724137931036,,,1
IND126102AAA,IND126116AAA,10,42.0,20.0,2.2426470588235294,0.17798913043478226,1.0,28.298310000000004,1.0,,,,,,2.2426470588235294,,,1
IND126112AAA,IND131028AAB,64,69.0,52.5,1.9603174603174602,0.5399652118912086,0.9375,59.8206703125,1.0,,,,,,1.9603174603174602,,,1
IND126116AAA,IND131301AAA,20,141.5,47.0,2.846753246753247,0.23369283865401203,1.0,59.39446,1.0,,,,,,2.846753246753247,,,1
IND127021AAA,IND127201AAA,24,65.0,36.0,1.810672514619883,0.4732905982905984,1.0,45.487883333333336,1.0,,,,,,1.810672514619883,,,1
IND131021AAA,IND131028AAA,111,15.0,10.0,1.5833333333333333,0.5961538461538463,0.8288288288288288,11.994925225225225,0.0,1.5,1.5833333333333333,1.625,,,,,,1
IND131028AAB,IND000000ACB,760,93.5,63.0,1.4819264069264069,0.5895141212454387,0.7776315789473685,67.66455697368421,0.0,1.4631578947368422,1.4545454545454546,1.3333333333333333,1.7651455546813533,,,,,1
IND131028AAB,IND110037AAM,30,103.0,36.0,2.8173076923076925,0.8389053672316384,1.0,34.71065333333333,0.0,,,,2.8173076923076925,,,,,1
IND131028AAB,IND124001AAB,12,76.0,48.5,1.6095238095238096,0.1874260573794735,1.0,46.45601666666667,1.0,,,,,,1.6095238095238096,,,1
IND131028AAB,IND124507AAA,20,77.5,36.0,1.8215369059656217,0.6067323481116584,1.0,32.222025,1.0,,,,,,1.8215369059656217,,,1
IND131028AAB,IND136118AAA,102,117.0,64.0,1.8518518518518519,0.2722025652366211,1.0,81.21031960784315,1.0,,,,,,1.8518518518518519,,,1
IND131028AAB,IND160002AAC,240,127.0,77.5,1.6479568926807364,0.31961538461538463,0.9958333333333333,106.29576916666666,1.0,,,,,,1.5516296070667073,,1.7658480868075386,1
IND131028AAB,IND201204AAA,27,85.0,42.0,2.0952380952380953,0.5922793538219071,1.0,51.25522962962963,1.0,,,,,,2.0952380952380953,,,1
IND131028AAB,IND244001AAA,152,158.5,109.0,1.630532706619663,0.25760770168664915,0.9539473684210527,120.61194736842106,1.0,,,,,,,1.9986131290450402,1.6216216216216217,1
IND131028AAB,IND244235AAA,126,145.0,92.5,1.4965252525252524,0.5676047833799986,0.7063492063492064,104.2427880952381,1.0,,,,,,,1.4965252525252524,,1
IND131028AAB,IND247667AAA,30,141.5,84.0,1.6695275821596245,0.2085393772893771,1.0,90.24431,1.0,,,,,1.6695275821596245,,,,1
IND131028AAB,IND247667AAB,90,143.5,84.0,1.7578817733990149,0.2560646223280112,0.9888888888888889,90.26003666666666,1.0,,,,,1.7578817733990149,,,,1
IND131028AAB,IND248001AAA,18,229.0,159.5,1.4589539887454483,0.4332197853324613,0.7777777777777778,147.89733333333334,1.0,,,,,1.4589539887454483,,,,1
IND131028AAB,IND251001AAA,42,116.0,69.5,1.8565116768356829,0.3174932175800327,0.9761904761904762,72.10205952380953,1.0,,,,,1.89,,1.6991549295774648,,1
IND132103AAA,IND132001AAA,10,49.5,30.5,1.7266233766233765,0.3354692604692604,0.9,34.41014,1.0,,,,,,1.7266233766233765,,,1
IND132103AAB,IND131028AAB,18,63.5,34.0,1.8823529411764706,0.14978656534384083,1.0,43.26444444444444,1.0,,,,,,1.8927893738140418,1.7970588235294118,,1
IND133004AAA,IND135001AAA,18,75.5,43.0,1.7765780730897012,0.3012121544537074,1.0,43.40331666666666,1.0,,,,,,1.7765780730897012,,,1
IND134102AAA,IND174103AAA,16,38.5,14.0,2.75,0.9516806722689073,1.0,19.956018750000002,1.0,,,,,,2.75,,,1
IND134109AAA,IND160002AAC,60,35.0,26.0,1.2379310344827585,1.1379310344827585,0.5,26.47038,0.0,,,1.318840579710145,1.0644677661169415,,,,,1
IND134203AAA,IND140501AAA,56,52.5,31.5,1.4935897435897436,0.3059076588302829,0.7678571428571429,37.90447678571429,0.0,,1.4935897435897436,,,,,,,1
IND135001AAA,IND173025AAA,36,101.5,44.5,2.267948717948718,0.20888111888111904,1.0,49.932611111111115,1.0,,,,,,2.267948717948718,,,1
